grid_id	EcoI	EcoII	EcorgnI.x	EcrgnII.x	Cropland.2015	Cropland.diff	Built.2015	Built.diff	Precip.2018	Precip.diff	Temp.2018	Temp.diff	Lon	Lat	Elevation	CDL.prop.cropland.2018	CDL.N.crops.2018	CDL.edge.density.2018	Field.size.index	Avg.field.area.km	N.fields	Livestock.density	Abundance.trend
296	9	9.5	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN	0.005341714	0.001713285	0.004822916	0.003950984	118.787501762311	-2.50583407282801	21.5239586134752	0.7356249829134	218933.04657	-1217559.59619	1.03571428571429	0.00229951799243862	10	3.15884591778275	0	NA	0	42.9491425354963	0.416701859663937
4498	9	9.3	GREAT PLAINS	WEST-CENTRAL SEMIARID PRAIRIES	0.685655774	-0.174794931	0.03261351	0.031210072	33.2562505727013	1.2891667520007	2.98333339959693	0.28875003191642	-681066.95343	1432440.40381	548.991909729615	NA	NA	NA	0.567097406648249	NA	NA	411.625983604402	-0.723772741923634
3255	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.06057797	0.012055701	0.025259953	0.025109893	89.1427095731099	6.3593745549519	6.34583346250777	0.740833349681139	1268933.04657	682440.40381	300.801612509162	NA	NA	NA	0.08328565590519	NA	NA	592.295769914576	-10.8366705366601
3419	0	0.0	WATER	WATER	0.082540023	0.033329337	0.068522977	0.042149141	68.2906258801619	3.3631247043609	5.40312503526608	0.32145829995473	268933.04657	782440.40381	314.553161259768	0.0140969008770223	18	111.48781236429	0.10153480542628	0.13055	18	252.860105199286	-3.07820626634975
566	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.024380144	-0.002218378	0.046467313	0.04410128	122.630210548639	0.656875099738002	19.6447919259469	0.667708250880303	318933.04657	-967559.59619	40.9532983070636	0.00949447898925837	14	154.278220029284	0.0504090853584076	0.215498360655738	61	256.269771324704	1.42438647284451
1125	8	8.4	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS	0.177578954	-0.035799739	0.137331167	0.072835422	131.670835648974	14.300833959381	16.0187502630676	0.782916683269098	968933.04657	-567559.59619	309.312252964427	0.0568006533942436	23	228.890642746494	0.0937256292095002	0.261262773722628	137	939.124718685866	-0.816305114178406
2906	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.182134041	0.043847292	0.106059935	0.063523184	97.3739597996076	5.94562534093861	10.217708503517	0.72520833431431	1718933.04657	482440.40381	202.712868769074	0.110850050421173	30	186.152408979388	0.199298543947284	0.167142588726514	479	614.514517437263	-1.31901202982257
2998	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.036785077	0.029762952	0.073266168	0.035110054	98.1260437170665	5.7418754259746	9.55104175396264	0.79770826889823	1818933.04657	532440.40381	273.552604957006	0.0305890494377199	23	173.870163100502	0.0774186711878775	0.19342602739726	73	336.846339425469	-0.0506555904382866
980	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.074838037	0.020484082	0.200788315	-0.067616948	100.37500222524	4.0658338467279	17.8041670173407	0.850000092387198	1218933.04657	-667559.59619	105.774156660949	0.0280132867251423	35	120.010288065843	0.0173548773189707	0.169092391304348	92	408.066841682152	2.73477675319382
2640	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.042132459	-0.004943874	0.257741872	-0.040112684	106.90625089407	12.8454158663753	12.2375002054808	0.836666709401999	1818933.04657	332440.40381	22.3662573411639	0.0284105927412757	20	117.276514503728	0	0.152225	36	112.310808487857	-3.02604641615519
2538	0	0.0	WATER	WATER	0.004049991	0.00147666	0.187890632	0.018628384	86.8250014384588	8.573333589236	10.4947918501372	0.72979164204248	1118933.04657	282440.40381	190.481129653402	0.00100095321990161	8	52.4399736960123	0.00941328175370728	NA	0	112.703112200595	-0.976326330516253
912	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.027991655	0.022363009	0.225083905	-0.0209454	107.830210089684	-2.139791800205	19.5739586055279	0.718958355983098	1418933.04657	-717559.59619	6.01514175257732	0.00866355191817477	23	193.498322686036	0.317332046797733	0.138775324675325	77	188.048400165505	0.136253218548599
2718	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.202331854	0.002383961	0.057915777	0.041900383	104.501043717066	11.8693750699357	8.22500014367203	0.818333348197241	1318933.04657	382440.40381	498.71021135727	0.0824563559024441	32	68.7105756368035	0.317306052855925	0.157275	688	996.967055161462	-3.54426799215486
2622	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.389259305	-0.170453776	0.130352982	0.05173522	80.809376458327	7.93104195197429	9.56666686424675	0.553333325264971	918933.04657	332440.40381	287.443398626304	0.261091634895214	36	223.649310415852	0.406703553947648	0.182514289227742	4066	1120.70886825526	-0.312418645356571
4338	6	6.2	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA	0.159173201	-0.026344918	0.092114689	0.062486881	173.122919181983	-1.62625014781898	9.1031251506259	0.144791634567079	-1781066.95343	1332440.40381001	334.338506522717	0.555476392118906	30	36.6272009714633	0.254670433145009	0.184425164113786	457	2643.66676119935	1.46104020657025
2889	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.414461908	-0.099996424	0.093934553	0.053718466	70.4234386086464	4.60093751748401	8.48437516682316	0.64687500539391	868933.04657	482440.40381	217.432694700174	0.374821830759894	33	237.323763700519	0.369604166666667	0.211150581518291	4729	1223.76407360321	-2.97489336656769
1788	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.08021503	-0.014474611	0.184235067	0.013531955	111.274480591218	10.216145825573	15.420312745031	0.5386458353761	1618933.04657	-167559.59619	10.42794058611	0.111282294006093	27	191.884042697878	0.170289772076509	0.163746363636364	990	179.447193056128	-0.906724886402088
459	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.00584069	-0.036668745	0.110047542	-0.029146215	135.557033587092	6.46994801818701	20.5500003471971	0.721875054140899	868933.04657	-1067559.59619	39.6543638732089	0.00683578634522623	19	121.913619626567	0.0909833024118738	0.13662	5	307.946411692697	-1.78368251143588
320	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.067212878	0.011418997	0.129456875	-0.041866989	124.746876935164	9.594374938806	23.3020837803682	0.796249995629001	1418933.04657	-1217559.59619	6.7520552449852	0.00913522143672226	20	153.670054802877	0.0440831758034027	0.14764064516129	155	683.976045532458	2.21602718527485
4021	10	10.1	NORTH AMERICAN DESERTS	COLD DESERTS	0.017372252	0.006412117	0.033163932	0.028292201	80.541667825232	-0.460000218699307	6.37708342579814	0.299583346474289	-1731066.95343	1132440.40381	1168.87729065182	0.0149918639000892	24	120.569573065166	0	0.1269	1	38.0947007124537	-2.97943574227223
367	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.357364019	-0.189417261	0.168737148	0.073406994	123.958334639668	15.677499098579	22.1687503655752	0.660416762034099	1268933.04657	-1167559.59619	23.3791143028127	0.0729304423346428	29	219.276441998152	0.564467259296357	0.265285531914894	235	2024.24680353153	1.16655337808078
2714	0	0.0	WATER	WATER	0.281014265	-0.02704374	0.017600716	0.016923467	86.3575534572204	8.5685937434435	9.49973973699768	0.729114586281751	1118933.04657	382440.40381	186.355640050697	NA	NA	NA	0.212030553787397	NA	0	2389.20471657574	-1.41216658673939
1103	9	9.4	GREAT PLAINS	SOUTH CENTRAL SEMIARID PRAIRIES	0.127326921	-0.017522255	0.131456904	0.074764119	73.4541680340966	-5.8016664356614	17.2151044247051	0.735520826093801	-131066.95343	-567559.59619	359.240980834273	0.0980847534308552	28	142.61405663155	0.154370752284978	0.215328776978417	834	2661.78741130908	0.956158032174925
694	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.310176473	-0.06988857	0.218766241	0.061941543	121.781252155701	4.95124992728199	19.0583336949348	0.540000092983199	518933.04657	-867559.59619	85.34500723589	0.0870083679026077	17	235.128084505837	0.0783715012722646	0.237204471101418	917	819.574640990826	-0.325668608181451
266	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.253572998	-0.065998961	0.146847467	0.029432918	126.145834994813	18.471666233242	23.3572920262814	0.668958403666899	1318933.04657	-1267559.59619	31.893989731199	0.0701145779366103	28	206.310891189141	0.0740113708149084	0.164511253196931	391	1483.9215033642	0.926037623660214
3635	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.297947489	0.201025302	0.052993797	0.034201395	119.148961186409	7.43979270458199	5.06562507959704	0.89395828352621	1768933.04657	882440.40381	293.855041003377	NA	NA	NA	0.210869126840089	NA	NA	1881.0187689101	-2.41504056558678
2999	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.035335183	0.026000157	0.349644989	-8.83036e-05	103.899220461647	6.4302605003121	10.0442710060549	0.747812498104791	1868933.04657	532440.40381	108.070830159939	0.0431095068612557	21	193.890701923285	0.0640824129141886	0.140034375	32	320.308158987716	-2.35365143692119
1056	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.129753847	-0.077011519	0.195219207	-0.051265989	103.492710312208	-1.970208314278	18.3843752940496	0.874375008543399	1318933.04657	-617559.59619	79.5912200684151	0.0926220434928827	35	254.780970930015	0.189165970647894	0.183457669441142	841	517.755343701509	0.985542926130489
393	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.123565281	-0.013801846	0.124380725	0.046086486	107.646876772245	-3.398958261808	21.05416705211	0.680000058809899	68933.04657	-1117559.59619	68.1716307873783	0.00146878780960051	15	273.277590109322	0.0793388429752066	0.1017	1	1099.98581500999	-0.0712494045315371
3702	0	0.0	WATER	WATER	0.00010084	-0.000174255	0.011110075	0.01088683	69.6244800984859	6.2728124300638	3.86979175040809	0.44437502577591	418933.04657	932440.40381	298.064986123959	7.71983284441059e-05	4	112.503002564352	0	NA	NA	22.3283223477817	-0.903719956078664
124	15	15.4	TROPICAL WET FORESTS	EVERGLADES	0.411513798	0.117055523	0.037651857	-0.121896426	129.058335180084	6.99083303113798	24.9822919567426	0.568958191076899	1418933.04657	-1467559.59619	6.82242703533026	0.176995803501828	21	138.192174336753	0.465665125834617	0.281672909698997	1794	1054.48156034366	1.20893620638969
3515	0	0.0	WATER	WATER	0.005638098	0.00408424	0.009767567	0.009567127	72.4156259695689	5.74562495549519	5.3958334668229	0.42083338884016	368933.04657	832440.40381	207.084566596194	0.00258317741316446	11	51.8058429289799	0.0153377249041392	0.0846	1	112.503772521644	-1.03463294307228
2134	11	11.1	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA	0.669367107	-0.020862194	0.143727688	0.051351206	33.8432295724439	-10.3455212900415	17.1432294423381	0.822812485198099	-2081066.95343	82440.40381	7.0350498786735	0.599663110612017	57	183.325745271564	0.530039481105471	0.240227892107892	5005	2862.68750936553	-0.578952804635646
1071	10	10.2	NORTH AMERICAN DESERTS	WARM DESERTS	0.008140729	-0.002462673	0.006768753	-0.005396281	9.58020855331173	-2.54895833836247	20.8166670898596	0.881666781504901	-1731066.95343	-567559.59619	529.482699456677	0.00904899275843946	25	19.4767006879656	0.00995215311004785	0.16642	45	678.674933294782	0.0103626428765047
3235	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.222341474	0.014075149	0.043067758	0.04061354	68.5572925508022	4.5222911119461	6.86041683113823	0.56291672730197	268933.04657	682440.40381	333.095936523203	0.0598062454942413	18	87.9648498771104	0.302362521363225	0.15581226993865	1467	827.889137507632	-1.94215504553498
1378	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.139585816	-0.033989433	0.063293756	0.009119477	118.954168657462	8.99083356658601	17.0458335777124	0.790833314259899	1618933.04657	-417559.59619	9.47849927849928	0.127733252471972	30	207.186002177513	0.23840545625588	0.198378685503686	1628	8912.21513484684	-1.29289299617519
1351	8	8.4	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS	0.228071736	-0.001113399	0.050781205	0.043505229	97.9229184786479	0.587083617846204	16.0145836087565	0.6979166828096	268933.04657	-417559.59619	270.968516984258	0.00519269423018381	15	72.3759528438724	0.16911866759195	NA	0	1748.9314697265	-0.317710375248026
2209	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.178647964	-0.050266037	0.066832847	0.02361268	103.651042977969	10.3368747949602	13.8541669460634	0.680000041301	1668933.04657	82440.40381	5.89229249011858	0.225654039217824	45	49.0386133535629	0.14989403234802	0.234515709014233	1897	480.437319550596	-2.98151287252971
4125	6	6.2	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA	0.329960576	-0.059420216	0.017378473	0.017378473	26.8531254554788	0.158124842743099	3.89583341839413	0.11250004631778	-931066.95343	1182440.40381	1056.56918943126	NA	NA	NA	0.230862925138199	NA	0	702.350690371714	-0.814964304370314
750	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.253081695	-0.157901615	0.05667331	0.051790783	103.789064250266	-5.79781274187	18.6617190465331	0.647968762616301	118933.04657	-817559.59619	108.474595842956	0.0063530890804598	18	265.275383141762	0.0296679499518768	0.175695652173913	23	1569.6164253067	3.01848761053056
3086	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.217850502	0.003894493	0.052861009	0.037549494	97.1947935024897	7.6431250015894	7.99583348073065	0.92416666503995	1718933.04657	582440.40381	320.152282990467	0.159123100453345	30	100.954889817515	0.259787971029705	0.156501863932898	1073	1019.73234463458	-1.82634344367176
2053	10	10.1	NORTH AMERICAN DESERTS	COLD DESERTS	0	0	0.002974904	0.002974904	70.3010431683312	-18.1231250597164	6.98541680475076	0.90375003765027	-1931066.95343	32440.40381	2595.86906047516	4.19200769680099e-05	7	135.688302465954	0.000135547272111149	NA	0	103.103700654486	-3.3733934463142
1277	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.187896603	-0.048029337	0.052744226	0.042347265	124.781251947085	10.141250236829	15.6072920241083	0.6481251867488	668933.04657	-467559.59619	149.151810584958	0.118750487868918	18	120.928571259612	0.307634922485138	0.215485227272727	1056	864.672529182076	-1.17843918502185
3510	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.022334279	0.002775023	0.027786168	0.026959579	62.6338552435239	2.4223958911995	5.67031261386971	0.54135416702678	118933.04657	832440.40381	413.33169360506	0.0103829438370777	22	116.814478289052	0.0264402787319658	0.2334375	16	352.877990325197	-1.62159252382703
1789	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.022544029	-0.00204169	0.0542323	-0.004774146	113.88021026055	11.409375601013	15.503125237301	0.618958330030299	1668933.04657	-167559.59619	3.09057971014493	0.195663474330623	17	27.592313125308	0.00763849065259777	0.18615	288	27.112962547921	-8.19928348466553
757	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.639781079	-0.12346219	0.035051292	0.032450492	121.248960296313	5.37479193210601	18.9375002135833	0.5574999203284	468933.04657	-817559.59619	29.078939786805	0.619702619474962	18	78.4904031086862	0.566116399566213	0.274445449490269	5395	278.512219608006	-7.32834768259844
366	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.045030257	0.001121937	0.039361123	0.033510043	127.234377910693	16.051042860746	22.1687504649162	0.650416791439	1218933.04657	-1167559.59619	5.12576064908722	0.0317735973673841	22	150.077185394132	0.167463396320861	0.270623076923077	39	885.943591246159	1.19287125769219
1706	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.242732117	-0.129840519	0.097097239	0.011486407	108.301043192546	9.3168753369405	15.925000311962	0.577500109902299	1618933.04657	-217559.59619	13.1791503633315	0.203384108117906	32	167.434647343543	0.402165150293677	0.160858497316637	3354	716.894160090807	0.175105852949087
267	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.182019658	0.047444893	0.281979618	-0.125491588	118.675001795093	14.728750172257	23.40572955211	0.698645822207098	1368933.04657	-1267559.59619	27.8175226586103	0.0705165304012255	22	187.687688215944	0.0608442871587462	0.173830659898477	985	1600.45757949946	1.0514695358993
2524	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.596155965	-0.143804142	0.062585006	0.046702039	83.9354181687037	2.4712502598762	9.64270850193376	0.62604166235154	418933.04657	282440.40381	253.767175572519	0.271224731954313	22	75.918295554699	0.59245926083715	0.248818266779949	3531	6284.97554778135	-3.84002862382582
2549	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.18117817	0.041977199	0.214326762	0.070765679	118.622918287913	17.872083298365	11.2666668794118	0.9008333379092	1668933.04657	282440.40381	183.023908523909	0.211226985866108	41	115.063227891754	0.247366129734436	0.206144357976654	771	671.174283513149	-1.68409550730031
1539	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.153666212	-0.02131163	0.159832573	0.063771881	99.3552102645238	6.6585416773955	15.436458673949	0.763125129913199	1468933.04657	-317559.59619	121.33120665742	0.108562805095513	42	262.749114897948	0.175475638051044	0.134605479452055	511	736.158117507664	-0.430862472062032
2287	8	8.4	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS	0.220507699	-0.063761618	0.074605832	0.055287607	109.146876772245	9.29187527497629	10.5093751930011	0.717708310888479	1368933.04657	132440.40381	609.867000263366	0.174674657296427	35	138.732911116975	0.256410256410256	0.151057050243112	617	1413.12583268989	-3.45853980866463
2818	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.066055538	0.021793682	0.307722475	0.049071204	106.594793776671	6.47645870447199	10.9828127160047	0.839479142085899	1818933.04657	432440.40381	106.107885949139	0.0625601467580894	30	207.954226494464	0.0860210435902942	0.141009022556391	665	618.056062363342	-1.06167582536714
2816	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.187690836	0.031280127	0.090684443	0.05666941	104.718751430511	5.8479163169856	10.8552085044794	0.8252083281366	1718933.04657	432440.40381	169.017148707448	0.0995278516130845	32	154.679540970492	0.251942215088283	0.166057180851064	752	632.894261230072	-0.0951874777860628
1145	11	11.1	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA	0.004635673	-0.011070669	0.417123434	0.001615059	18.8208337071507	-12.0258334297221	18.6281254589558	1.0014584918817	-1931066.95343	-517559.59618999	38.7726130653266	0.000112489313515216	9	93.1255209163047	0.0109530072940332	NA	0	121.486131159266	-2.95242165842353
1533	8	8.4	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS	0.27743849	-0.056969254	0.110359458	0.075374613	102.418751378854	15.870416565736	13.2270836168124	0.8137500456069	1168933.04657	-317559.59619	625.272601984565	0.0753565922549156	22	85.0671758089651	0.0556646264002772	0.136302631578947	38	2443.6498243949	0.39780482111893
3263	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.120676428	-0.010969512	0.028803043	0.021823407	90.8666684130828	9.1587503890197	6.69791675246476	0.73041667595971	1668933.04657	682440.40381	407.809688581315	0.297380109387479	23	118.700514375448	0.113325752093456	0.20182955465587	741	431.238161455519	-0.468207019409694
83	15	15.4	TROPICAL WET FORESTS	EVERGLADES	5.03908e-06	5.03908e-06	0	0	111.334376677871	-1.509792525569	25.6062504251798	0.553750050067901	1568933.04657	-1567559.59619	1	0	0	5.17983356133151	0	NA	0	6.36919253339513	-2.48160726205804
3246	0	0.0	WATER	WATER	0.065942161	-0.052234923	0.07021733	0.049107455	71.5781260331472	9.2989584763845	6.49791683722287	0.57375002037733	818933.04657	682440.40381	240.217464925012	0.0473085632836896	27	137.001835522361	0.0472683124241198	0.1382875	216	212.216109869619	-6.44626976022192
2451	0	0.0	WATER	WATER	0.428182032	-0.127569723	0.143201685	0.00673474	88.1281263430913	9.59229142665859	10.4989585876465	0.68562504891308	1068933.04657	232440.40381	222.782765737874	0.429811192614356	27	135.499742537546	0.485223590408296	0.224815939185875	4078	1337.29307687541	-0.633216314531393
3373	7	7.1	MARINE WEST COAST FOREST	MARINE WEST COAST FOREST	0.274177472	-0.036568302	0.112529876	0.038562077	116.807814643408	-1.735937768469	11.7708335643013	0.3737500245372	-2031066.95343	782440.40381	226.921156697973	0.144792581582327	44	186.94108506182	0.145561641004444	0.215642424242424	297	378.349414258172	-0.620835172153833
68	9	9.6	GREAT PLAINS	TAMAULIPAS-TEXAS SEMIARID PLAIN	0.19241233	-0.034837418	0.036671337	0.002574675	44.0843757389424	7.9804168630857	24.1140628655752	0.306770833333399	-281066.95343	-1567559.59619	95.1528330781011	0.0860890764004709	28	135.409424502061	0.155529865125241	0.199622850678733	442	1782.72430491474	0.630074653837975
2821	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.002325505	-0.004963793	0.047550784	0.007779026	114.995834489663	8.90499917666099	12.1552085209793	0.826874953151401	1968933.04657	432440.40381	12.8729946524064	0.0213015570662784	17	53.1635012535915	0.00647598488936859	0.157757142857143	7	163.191224431704	0.42362333129693
2817	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.058746139	0.040501078	0.130608671	0.061183444	108.692710081736	5.469375324249	10.3562502120622	0.94375006050497	1768933.04657	432440.40381	267.306430950551	0.0904336522200095	27	88.8089002644622	0.11016077170418	0.145066271186441	590	498.785521823093	0.573306496813375
1036	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.20887119	-0.023462775	0.231786577	0.016834729	109.790626466274	9.58562453587801	17.8385419572393	0.644374979535701	318933.04657	-617559.59619	99.7050014128285	0.101960816561772	16	216.006595763166	0.14593572778828	0.233786476868327	843	366.291628491176	-1.19185412457876
3548	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.026629886	0.015390502	0.06375605	0.020264209	96.8145850102107	9.1254172166189	7.05000013795992	0.94333335732421	2018933.04657	832440.40381	62.0102040816327	0.0368956314433187	19	190.605984115071	0.050456550733559	0.156588461538462	234	69.9306742061719	-1.62565967822106
1782	8	8.4	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS	0.094369634	0.017083351	0.053036137	0.045418704	94.1270847717921	7.6837498943011	12.2218751981854	0.8152083393807	1318933.04657	-167559.59619	606.868914876258	0.0544429093800383	27	43.5325521664378	0.0440623932597062	0.186717391304348	69	891.670010033916	-2.30704081343074
2811	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.334976802	-0.012866527	0.062056604	0.043789591	82.4359389344851	9.36843755642569	8.41041685741705	0.907500032102691	1468933.04657	432440.40381	382.616772554003	0.207779294276595	39	230.958863820703	0.302731427356786	0.161967211055276	1592	1667.61416575646	-5.02060101912544
3668	6	6.2	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA	0.043928051	-0.002569853	0.04680503	0.020643275	30.1864587745319	-0.3297917225708	6.44166679024541	0.31541666539851	-1281066.95343	932440.40381	1428.03036723164	0.0207756936504502	20	118.010247817732	0.11615763546798	0.1826	153	177.850875187002	-2.88222737714472
419	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.062570567	0.027139478	0.090134405	-0.00430169	119.19757149203	11.052013985151	22.4593753980266	0.705763957897801	1368933.04657	-1117559.59619	6.24427782162589	0.0293241658256035	20	179.032779464444	0.0951786160379715	0.17589400921659	217	218.911307738013	3.11006123633202
521	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.302813787	-0.144808693	0.067809209	0.049556797	128.172918041547	6.02458259264601	20.1770836661259	0.7229166418314	968933.04657	-1017559.59619	40.5073616018846	0.243795185979877	32	127.600551350143	0.408921749845964	0.178192749731472	1862	1385.5384436871	-1.1708132250724
2260	9	9.2	GREAT PLAINS	TEMPERATE PRAIRIES	0.667742802	-0.134652181	0.194554126	0.056573079	70.8552095890045	2.5852082510789	10.9312501717359	0.891250025605201	18933.04657	132440.40381	335.214654282766	0.504817394794468	17	68.5434278120522	0.658290467330634	0.304317597292724	5319	2325.02385421628	-0.385697074134983
1454	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.30628889	-0.141361592	0.194333426	0.099663938	100.460418482622	9.10375007043331	16.1166670285165	0.720000064621299	1318933.04657	-367559.59619	239.000555709919	0.191448555010276	36	224.403222273488	0.269567240577013	0.158886896046852	1366	1279.78586674097	1.60234820073342
2122	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.118064993	-0.022027298	0.553093867	0.020295753	98.5773453315099	9.0692185680071	14.2046877359001	0.7746875411947	1518933.04657	32440.40381	94.1106655974338	0.0461555253414139	35	109.75461310032	0.100983459991059	0.200026369168357	493	666.759788215808	-1.71397656292898
2161	6	6.2	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA	0.230876284	-0.002310692	0.136041679	0.086880323	39.1114589547118	0.293958297868599	8.05625014845282	0.51291667707265	-731066.95343	82440.40381	1824.78193717277	0.219820722755505	23	163.440970261622	0.232683461117196	0.189461226611227	1924	1624.20135934564	-2.59803403127651
4289	9	9.2	GREAT PLAINS	TEMPERATE PRAIRIES	0.7915217	-0.116952874	0.034938492	0.031540372	36.6708339030544	-0.271666739880999	3.26354175402472	0.46604169923812	-531066.95343	1282440.40381	603.767416466477	NA	NA	NA	0.69050708085884	NA	NA	479.924880860198	-0.190528347774377
3428	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.0077158	-0.021715408	0.025656909	0.015468311	80.4265639384588	12.295729748408	5.85885428808009	0.630937550310049	718933.04657	782440.40381	238.450952380952	0.0078711430942804	18	172.669591363328	0	NA	0	49.7822072263033	-8.58308096135119
985	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.00624514	0.004448019	0.038098341	0.017505219	111.687501827876	-1.01333374977099	19.4062503129244	0.882916668057501	1468933.04657	-667559.59619	5.1362540192926	0.00488488857605316	18	117.672220521567	0.0349393247627058	0.111525	12	73.5041414674643	5.39891038554072
245	9	9.5	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN	0.254173045	-0.132290394	0.081709382	0.032410544	91.8927100996176	-2.9681247075399	22.0218753019969	0.681874998410599	68933.04657	-1267559.59619	4.36823802163833	0.0973500734492326	22	135.628391033145	0.295082379574896	0.356824629080119	337	1677.64622480028	-1.06608866396743
2375	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.51863938	-0.124647329	0.244154249	0.075729471	105.46146051089	10.7264589627587	11.5958335197065	0.650000028420902	1568933.04657	182440.40381	148.207983193277	0.392514054871987	40	227.942733069723	0.464543757549138	0.190387320436698	5221	15690.9508056645	-2.46777235851766
