Species	grid_id	Abundance.trend.rightcensored	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Family	NCGR	LarvalColor	LarvalHair	AdultSize	AdultColor	Diet.breadth.families
Celastrina ladon	2461	2.64283239992811	0.3537556	0.153249849927453	0.10302197	98.1900657018026	0.00900862468745133	10.4237181950026	0.0148755728292292	-76.16145853	40.57336932	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2533	2.39516858581492	0.72387708	-0.193867199143231	0.048267305	82.4496808877358	0.00962736764295905	9.58397453416807	0.00923366171583808	-84.82548767	41.95784189	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3535	3.92861506224627	0.13742898	0.143269222987279	0.02245175	72.3628218296247	0.0135887601673961	5.44775650368478	0.0155098282775777	-77.13339805	45.88917665	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2436	-0.597359042276302	0.78097214	-0.0600210049743399	0.09550459	77.9038475278096	0.00767290094285419	10.3339745404963	0.00962718248676412	-91.90983491	41.91037294	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2539	1.52124426123368	0.268246395	0.0976128422988047	0.110493655	86.4418284403972	0.0102795095802003	9.83189116296573	0.00918374411121887	-81.02332126	41.60860798	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2809	4.89784585046005	0.40760725	0.00629063642768662	0.030569285	82.8346168077909	0.0129783079739765	8.15288477546225	0.0111063242582941	-78.15806132	42.56773914	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2806	3.84272543842112	0.4163523	-0.145875848335616	0.01921146	84.6224375688113	0.0149767990979101	8.60608989573442	0.0120405481249019	-80.07432831	42.79260994	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2702	-1.96038261988641	0.68970392	-0.0766412981264974	0.14240986	72.7169884534983	0.00810280606442594	7.97820529597214	0.0104086043284585	-89.21439351	43.08069534	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2463	2.36637645088587	0.28787695	-0.0215576386703176	0.281060145	104.078687687715	0.00676177580510976	11.9822117247595	0.0190590969464455	-74.93703051	40.39198569	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2282	3.54867972647541	0.4490689	0.154614568365013	0.04248162	90.350802672215	0.00720226345434943	10.791186077962	0.00736000397763145	-81.93714941	40.41764806	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2725	2.52848267271457	0.081720445	-0.0271473848448036	0.0688194	103.410418424851	0.00870194711174193	9.2168270879043	0.016241590976989	-74.51514032	41.63056361	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2546	3.85069956167334	0.479220165	0.200618009338105	0.077984395	92.5278862500802	0.00658522303580166	9.66955146413201	0.0116319707596482	-76.64882656	41.07481478	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2792	-0.802992580475437	0.71527537	-0.0551853637092757	0.03550352	71.7897449332552	0.00774865239515281	7.99238795636055	0.0103004315006609	-89.16735141	43.50261904	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2446	3.1006946009247	0.76292279	-0.180283220904561	0.07174338	81.2150656107144	0.0107981095109885	10.3495194214778	0.0113055867059673	-85.53378444	41.58555079	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3090	-1.44883064986526	0.022465865	-0.0207455937233889	0.149778565	99.4176299113494	0.0109433572082143	10.0192309996018	0.021519633818449	-70.76414636	42.75617085	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2997	-1.29229905361496	0.04634924	0.0190332788441939	0.0493548	104.447758265031	0.0112713087634163	8.08333348841048	0.0179198332312999	-72.81307048	42.66746352	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2883	0.00620050275610406	0.638679265	-0.0786770855381124	0.07566379	68.5503216722073	0.00722802925011474	7.97131423083827	0.0120100161559638	-88.45939257	43.89237109	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2038	2.29855980528997	0.09761597	-0.0838946952644643	0.209945225	91.6583349292095	0.00419052968609699	14.6477566393427	0.0135611017387096	-77.38918692	38.58175799	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2621	1.0926010296967	0.67954601	-0.029649515986413	0.059251995	78.275321723559	0.0110138796769286	9.28141043139383	0.00880633518658472	-84.7495331	42.37804516	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3077	4.87882837782943	0.41715479	-0.0287295870412677	0.173971245	76.0428699468955	0.0127842153727131	7.65048091267594	0.0146284035891129	-79.08830267	43.96978883	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2707	2.97777913305981	0.41130876	-0.0846382626740289	0.272839975	79.6150654432101	0.0117415697425104	9.46698735409583	0.00991495279310125	-85.96581059	42.89326669	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3256	1.26906653598919	0.019360515	-0.122176426571811	0.012747085	80.3586553732554	0.0129214276798942	6.05416678150113	0.0147535390115666	-78.1895041	44.72466533	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2174	-2.55890690765083	0.724294375	-0.066418633533398	0.043996125	61.6833344679087	0.00364370125385462	11.1116989119313	0.00782334126172657	-97.01954897	40.69480049	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2367	1.85415152243702	0.48854975	-0.0300287989561204	0.20326094	86.1798091729482	0.00667982866324152	10.5230771194284	0.0120493514055259	-81.22142255	40.77218586	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2464	2.71603049981222	0.125830235	-0.0634116449662774	0.45197571	103.61827083123	0.00719332656925591	12.4467950724304	0.0201046995954984	-74.32745915	40.2972839	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2877	-1.39763532381686	0.78392703	-0.0303242111696435	0.068139525	69.9814112362189	0.00882680049674855	7.57147447812634	0.0104636033124527	-92.42972833	44.04105487	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2900	3.78811198607916	0.48668654	0.0184680503697642	0.135096255	76.5125012504749	0.0108519092477806	8.30496810006503	0.0104629742162544	-77.39633692	42.90219025	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2625	4.4457713421902	0.343843105	-0.24528523241526	0.01385167	78.3955140602894	0.0120697495910136	9.53589759349154	0.0103287178431121	-82.19315996	42.15498327	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2970	0.825719341065345	0.20715236	-0.133293697819539	0.017974055	70.3250012902113	0.00425870065152609	7.47259630107631	0.0108954214007706	-90.40300189	44.40226096	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2450	2.22438175650681	0.70259233	-0.241054430177851	0.08817184	79.8690720215822	0.00700149783272373	10.1508014458709	0.00624088347427971	-83.00653752	41.37654535	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2541	2.46674947019871	0.130404245	0.0584084069867578	0.03904963	95.4825338079379	0.010062062281179	9.32716363152632	0.010697744108559	-79.76604419	41.46986604	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2801	2.86616355968337	0.59407623	-0.0372170677856376	0.092315425	70.1823730040819	0.0115501984074035	8.7378206909276	0.0135850019311949	-83.29677496	43.11083968	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1604	2.80387079230451	0.313193795	-0.109235066937371	0.02752332	104.711860795816	0.0088660073490599	14.6381412768462	0.00372713746477345	-88.57625097	37.52218797	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2036	3.29728956733766	0.31474168	0.0923649895528312	0.03785918	85.16730932089	0.00476727488043399	12.0993592157148	0.0101980572137675	-78.58613657	38.74213626	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2182	0.873692702793361	0.693742425	-0.0589448272055424	0.020988625	81.5128219135297	0.00712122824767911	11.4076925046169	0.00725306050513038	-91.99113429	40.64135425	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3155	0.247760899686522	0.07946187	-0.186010396285677	0.011595245	69.4267640098547	0.00772351978716129	6.83445527479769	0.0128228565362958	-86.95209561	45.08275877	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2713	2.47860822865564	0.87616041	0.125163515563855	0.03441986	79.6040077943068	0.014751067622591	9.05448734117911	0.0112669716158859	-82.09913158	42.57359596	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2548	2.4140995492226	0.21127262	-0.0439576686800201	0.14723857	102.908976096373	0.00801610285924283	10.4592950503843	0.0178018295370308	-75.41333916	40.89771814	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3167	1.26221852138937	0.51064288	0.0045331165023763	0.026567485	76.3230781371777	0.0128291127523054	6.91041680263021	0.0146808892011247	-78.96986519	44.38604277	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2987	5.64658689668922	0.00075198	-0.15481928893117	0.12361361	71.6653859554193	0.0130450233083132	8.49807707793438	0.0144431118932182	-79.20512132	43.55345443	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2123	1.52450453537714	0.083791585	-0.0732718290308496	0.327032775	98.5131429059383	0.00343469651700901	14.2525643153021	0.0154009112531167	-76.66983076	38.91342256	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3176	1.85740241485135	0.11721462	0.0026521629201887	0.04395775	86.689424649263	0.0125521194094453	7.54391039447047	0.0175775712303936	-73.13315183	43.59043432	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2026	5.76519290141366	0.42481279	-0.0430700041058995	0.311696575	94.2057710855435	0.00961188383463338	12.3926284057924	0.00651894091762029	-84.64837321	39.38381134	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2898	5.25485951335525	0.3586604	-0.0482208002827679	0.27024131	78.2182705891438	0.0122745435623536	9.36698733898214	0.0133107873793366	-78.67738964	43.06155835	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2624	4.32795777335617	0.49784452	-0.239583353317132	0.18175514	78.4826937271998	0.0130943189569288	9.58942322944028	0.00933366632743944	-82.8305073	42.21498881	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2699	-0.142974057589185	0.447462	-0.100703937563454	0.02603908	72.8730782083212	0.00850871329511545	8.8208334883675	0.00837155505316776	-91.17172769	43.15838965	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2206	2.7267397626046	0.566882825	0.0594138609140021	0.11792938	95.609616967348	0.00607616334881329	13.1006412410106	0.0152144352221531	-77.14869173	39.41400438	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2037	2.34798310379785	0.35163514	0.117571082706672	0.05083578	90.3867001770399	0.00509522106709198	13.7145835569797	0.0113553527796655	-77.98693505	38.66326772	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1789	4.25821417810455	0.02355269	-0.0853074999896496	0.0566814	106.470514404086	0.00429285576874732	15.1506412604298	0.0134380212254052	-75.98624665	37.07472229	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2451	2.73025399506639	0.491964615	-0.122735502765897	0.139869235	84.1775657641582	0.00920089185443115	10.0464745669697	0.00657253081862462	-82.37747747	41.317307	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2811	2.96228201450204	0.341594735	0.00253463160952006	0.04015667	79.1134630411099	0.00973583502385504	7.90673092618967	0.0113993484204001	-76.88859943	42.4038473	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2294	0.829468888000351	0.03966507	-0.0982848742469921	0.133574035	100.739104241133	0.00264328089450291	12.9377406063573	0.0183106773289961	-74.60712253	39.47121075	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1699	0.775520380707184	0.19035816	0.06360589830985	0.04473452	92.8775654247938	0.00430289259165109	11.4375002030522	0.0101402331624312	-80.78343214	37.28554147	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2291	1.45041046070877	0.51749564	0.0613914281892373	0.082118635	99.8516042843843	0.00562573455219769	12.0817309849394	0.01441049386982	-76.41889667	39.74401912	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1952	2.16953638715163	0.368818285	0.0872357847496551	0.06201051	88.9173091583145	0.00516628617126869	12.9381412669109	0.00825395410346038	-78.69689206	38.32458531	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3441	1.97635154942957	0.092262375	0.120845661047086	0.01911076	74.8073730682715	0.0135118077390121	5.19214753700922	0.0156279481788342	-77.26778803	45.4742123	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3073	1.13977831561345	0.286093225	-0.157365013269189	0.01049965	74.4721165559231	0.0130090531544814	7.49038471446301	0.0139198619453106	-81.7099521	44.24701957	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2100	0.821266661237319	0.70096347	0.0260406086910998	0.025586545	87.1169885274691	0.00873784428215366	11.3564104635077	0.00559178778799037	-90.77106283	40.17688128	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2704	3.26698050601046	0.1310566	-0.179995754409167	0.341903635	72.9383826670356	0.0107440774416417	8.6745193822978	0.0118001050151097	-87.91261319	43.01439153	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3254	0.461901341193771	0.07443195	-0.119358671858503	0.025730885	90.5580144356459	0.0157336228519928	6.66554500939898	0.0150123366197961	-79.51173331	44.87690892	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2041	0.46429519740776	0.32658249	-0.0374540657067556	0.05651872	98.1269247829914	0.00265390809036485	14.1381412625838	0.0143858621036545	-75.60508013	38.32146943	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1868	1.92871849678606	0.174790105	0.254507143417625	0.05984965	92.7086555854632	0.00546963512272926	14.2022438265192	0.0104025712464923	-78.806263	37.90668498	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2049	0.493268372380595	0.02987971	-0.16568549075308	0.33948004	45.367468699395	0.000275082518862857	14.6854169475727	0.0192274283281387	-121.95725444	37.78284503	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1713	-1.05299103754097	0.11164721	0.0259552674130211	0.01400625	68.4195523196354	9.82775552332792e-05	12.7012823040669	0.0172496743039164	-121.32225005	36.14175632	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2053	-0.215575150839376	0	-0.213636624079893	0.0014841	77.7852578571735	0.000918477936615045	6.47532063037253	0.0178949508189668	-119.62559253	38.22239868	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1554	-0.445116226921516	0.007976465	-0.155962819117345	0.005741405	35.831090271664	8.73990902053933e-06	12.7961540550758	0.0163457081819838	-118.19397057	35.84420931	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1797	0.523042235664795	0.195166555	0.246509287458676	0.04900015	46.1115392539173	0.000160883953849057	13.7849361606133	0.0172366770536231	-121.47814145	36.55277848	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2132	3.49175254079883	0.050163265	-0.172790343591565	0.09005909	78.2439111942569	0.00198956546777405	14.7291669173118	0.0195208361012963	-122.70217539	38.07505555	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2048	0.982263961653906	0.00209712	-0.186959936903458	0.148188585	78.3435909460084	0.000957330365879334	14.2826926096892	0.0195252846385245	-122.53528767	37.66662565	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2216	3.27225899233048	0.113587465	0.009366921029176	0.08771903	82.3943123756729	0.00187020481368289	14.5437502413988	0.0179502194215506	-122.87111874	38.483018	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2390	-0.558098049410694	0.00125649	-0.0905138070822585	0.006801295	92.3775653444135	0.000211587885270657	9.14935912373356	0.015987112884655	-120.83761986	39.75753832	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	521	0.972381731505823	0.375148335	-0.118337466100766	0.04302442	120.285899198972	0.000515152415644814	19.6330131384043	-0.00032571394522529	-85.40986795	30.83938965	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1124	1.8919858610851	0.26535141	0.0499995666315151	0.04923035	120.428848057221	0.00622572192012039	15.3766028115717	-0.000135976668229797	-85.4043743	34.73185312	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1361	2.39023756639913	0.152177165	-0.108108414945046	0.242951305	108.876925069552	0.00953259610428184	15.5067310338744	0.000324125327456443	-86.9581831	36.13860182	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1201	2.3609665770626	0.247276405	-0.000436441654809835	0.038294015	123.628527251574	0.00886880506395487	15.0083335576674	-0.000422336459509648	-85.91535594	35.20332068	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2076	-1.59443716755847	0.002933785	-0.0833801482679224	0.01334672	37.2942314912111	0.0068382344597817	-0.266987190008737	0.0127608216658111	-105.72457628	39.93494955	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1706	3.19383653180401	0.30767702	-0.0245072176583806	0.09133899	102.402245106462	0.00341270017424705	15.6237182015887	0.0087550251154815	-76.68949674	36.74574745	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	4338	1.85992834664448	0.17245329	0.237057044343384	0.060817685	171.781092182948	0.00361332620900848	8.91089760130033	0.0155170117697666	-122.16855803	49.19096565	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3831	2.25379069623106	0.0217414	-0.00396313997002705	0.065596215	120.839425340677	0.014050594602481	6.80608986330051	0.015290143489108	-63.50165036	44.84469418	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2290	2.17072176633226	0.616601585	0.0803814978691899	0.11470385	96.0362196067969	0.00741549260398692	12.10817329059	0.0132860145744329	-77.02612957	39.82964209	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2292	3.19364532085491	0.34485303	-0.0339429419676228	0.24981138	101.031091576967	0.00444869675947566	12.4483976339778	0.0166287765477089	-75.81328953	39.65573299	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2635	2.85553778133618	0.13284056	-0.0296450957219213	0.15255612	93.9070529418114	0.00852184258995207	9.30625018120433	0.0157379188838902	-75.89726407	41.4016075	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3166	2.07172576406376	0.365022115	-0.0236389769570994	0.054366285	84.319472575799	0.0151536135948735	6.68076936436745	0.0147769370128645	-79.62737844	44.46018769	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2106	2.656258145407	0.779465825	-0.0662070344197011	0.033123995	94.3650656953836	0.0110320852554134	11.9008014750703	0.00640884124875275	-87.04422293	39.98676588	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2122	1.50612144364541	0.129080635	-0.0631150198579094	0.542914535	93.541347776468	0.00548144465002806	13.8351765091662	0.0140991616509051	-77.2697012	38.99804854	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2794	1.03570296371336	0.35660459	-0.149488128089697	0.056600645	70.403527195637	0.00978347444038514	8.85544886057958	0.0129304614471375	-87.85662778	43.43586101	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1451	1.84624060095027	0.100018895	0.052636997889745	0.071818645	96.9173091061604	0.00295005179699468	12.0035258622315	0.0041579274566192	-82.22427137	36.15237912	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2453	2.53916395208256	0.320571385	0.0451518483425618	0.18875201	89.3576937883328	0.00797072958956192	10.1118591491324	0.0100873609792187	-81.12302593	41.19049678	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2993	3.2926902253734	0.426383875	0.0169134726658932	0.09003592	94.4621810607421	0.00405372564748776	7.22788476206076	0.0135105353039327	-75.34753148	43.05530244	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2121	3.10135836234098	0.536720865	0.0630537484181379	0.07333496	93.7554504840802	0.00595317458243263	13.2006412351456	0.0133895493086475	-77.87109533	39.08002882	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2107	3.29244779025304	0.696238675	-0.0612966198129445	0.2395573	93.540706665088	0.0106697792177301	11.9823720167415	0.00620715327742561	-86.42546211	39.94540276	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3419	0.680809078204292	0.065863425	-0.161216894278892	0.047414715	63.40609074021	0.0106727222417317	5.2711539307657	0.0156890864511029	-92.27323601	46.57841562	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	3838	4.71013171755659	0.01364171	0.244363471089923	0.039088105	156.058977250965	0.00185409000339927	10.3230771009739	0.0140783340341891	-123.69369112	46.27215573	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Cercyonis oetus	3121	0.891205379643867	0.00053293	-0.102010069743779	0.000670865	39.0842955066608	0.00643442432140547	2.15384617254425	0.0131903370795694	-109.88835831	44.71283605	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	4021	-1.60610038884715	0.01418602	-0.103502741733215	0.01899546	79.0711550036302	0.00332135891083608	6.08237189923724	0.0124546257197306	-120.71967776	47.66592243	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	3668	5.90927373671892	0.045201575	-0.0646859149079522	0.036498185	30.01698767241	0.00227345124621376	6.22195524580251	0.0121464079602995	-113.94267117	46.86383189	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	2076	-6.32706789007455	0.002933785	-0.0833801482679224	0.01334672	37.2942314912111	0.0068382344597817	-0.266987190008737	0.0127608216658111	-105.72457628	39.93494955	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	1247	-9.61736398477128	0.00096197	0	0.01359186	38.7894237552507	0.00351660043963642	7.59391041572851	0.0123305819781103	-105.70751053	35.66172919	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	3574	4.16849813734419	0.09635579	0.142700998185065	0.0085909	26.5294876690858	0.00106648621026962	4.7198718845701	0.0129811274378848	-113.81263752	46.44774792	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	1729	-4.53921399930599	0.005272065	0.0351707539890075	0.005359665	26.5192312403367	-0.000567328969869548	7.68846166962519	0.0152223179704329	-112.04844916	37.61837176	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	3376	6.78506312156133	0.078170645	-0.119865759637101	0.01662663	63.6808505371894	0.00290918799482365	7.91057708602733	0.0143276568480617	-121.4508383	44.47276344	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis oetus	3286	-2.71936025800924	0.01549991	0.0208437816925499	0.001388705	28.8131414850792	0.00345610465816538	7.33477576029224	0.0137356848500764	-119.98920863	44.28216182	Nymphalidae	G5	aposematic	no	38.5	cryptic	1
Cercyonis pegala	1941	-9.1608129622337	0.43694279	-0.0887801034335515	0.02989122	100.112581898769	0.00981056782248108	12.4907053441514	0.0064329927417886	-85.32986539	39.01156845	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2909	-0.560275119630205	0.027316715	-0.0166054419973886	0.21103786	104.704489066051	0.0111273184800017	9.72307709852854	0.022113863525084	-71.72198558	42.0478671	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2550	-3.614037499392	0.003223865	-0.0796729537756787	0.696762035	105.190386533737	0.00805747542009713	12.1413463465153	0.0199966764104265	-74.18491634	40.7098448	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2377	-2.26249346795181	0.054448405	-0.108792000655625	0.704605825	102.984777300786	0.0055189915901771	12.4121796882962	0.0183914030378302	-75.07406216	39.97854793	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2998	2.61923549253493	0.021971235	0.0441252182459608	0.0556763	96.245514686291	0.0105462334735524	9.15224374140589	0.0195185567649437	-72.18455731	42.56364832	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2622	1.33200375971301	0.47449671	-0.105017369641001	0.104525265	76.7092961852367	0.010377453372991	9.26570529662646	0.00921617128451716	-84.10874889	42.32652711	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2209	-6.92591703434574	0.203823335	-0.104542873392615	0.05507309	98.6246811243204	0.00453048920560235	13.5243592012483	0.0141183187372431	-75.34292904	39.15070629	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	1539	2.44337815321751	0.16428793	-0.0509922300730238	0.12804653	95.0711556925223	0.00182023779713588	15.0179489667599	0.00832897239995508	-78.6523685	36.15495265	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2728	-1.96867322249389	0.014278565	-0.0387078422080972	0.19666345	102.066027580163	0.00963396911316466	11.3740386446604	0.0209186653465869	-72.65824309	41.33307557	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2816	-0.156363272331872	0.172131985	0.11998931288113	0.06242844	101.91057853821	0.00791271200659573	10.373397608622	0.0180115548263398	-73.74602267	41.94582058	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	1036	-7.68760247333864	0.220648735	-0.158351661527484	0.22334708	105.280450603901	0.00402235525679189	17.4788464718522	0.0006480647732899	-92.33144491	34.69110481	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	1944	1.2341751206921	0.34692727	0.0438955159040642	0.03125277	95.3633029644306	0.00576132892235097	12.5608976507106	0.00557469253036141	-83.50763926	38.8563987	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2210	-0.620626215839515	0.011711805	-0.0799624460011127	0.054518185	94.4894246260325	0.00214064643234218	13.0878207295035	0.0167319571524406	-74.74431021	39.05766649	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2547	-1.48565798416983	0.12280658	-0.0509099269995924	0.08075224	96.7681907812754	0.00850041681725818	9.85528865677472	0.0158525738151408	-76.0302221	40.98761889	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2638	-0.437706224010692	0.0092759	-0.0343771242982897	0.414552885	109.683014732141	0.00869867448106298	10.9568912139377	0.0187962815853593	-74.04051994	41.1221102	Nymphalidae	G5	aposematic	yes	40	cryptic	2
Cercyonis pegala	2797	-5.9149520919298	0.37465484	-0.0633582603697769	0.09586584	75.3733987533129	0.0130448033320085	8.7294873626043	0.0117667440068453	-85.89653221	43.31391043	Nymphalidae	G5	aposematic	yes	40	cryptic	2
