Species	grid_id	Abundance.trend	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Family	NCGR	LarvalColor	LarvalHair	AdultSize	AdultColor	Diet.breadth.families
Danaus plexippus	2282	-0.762827161935775	0.4490689	0.154614568365013	0.04248162	90.350802672215	0.00720226345434943	10.791186077962	0.00736000397763145	-81.93714941	40.41764806	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2725	-0.440437725865983	0.081720445	-0.0271473848448036	0.0688194	103.410418424851	0.00870194711174193	9.2168270879043	0.016241590976989	-74.51514032	41.63056361	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2546	0.5278850683061	0.479220165	0.200618009338105	0.077984395	92.5278862500802	0.00658522303580166	9.66955146413201	0.0116319707596482	-76.64882656	41.07481478	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2792	2.70255689147367	0.71527537	-0.0551853637092757	0.03550352	71.7897449332552	0.00774865239515281	7.99238795636055	0.0103004315006609	-89.16735141	43.50261904	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2446	0.847899665224339	0.76292279	-0.180283220904561	0.07174338	81.2150656107144	0.0107981095109885	10.3495194214778	0.0113055867059673	-85.53378444	41.58555079	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3090	-0.51631899526684	0.022465865	-0.0207455937233889	0.149778565	99.4176299113494	0.0109433572082143	10.0192309996018	0.021519633818449	-70.76414636	42.75617085	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2997	-2.38263183720445	0.04634924	0.0190332788441939	0.0493548	104.447758265031	0.0112713087634163	8.08333348841048	0.0179198332312999	-72.81307048	42.66746352	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2883	-0.302457521120114	0.638679265	-0.0786770855381124	0.07566379	68.5503216722073	0.00722802925011474	7.97131423083827	0.0120100161559638	-88.45939257	43.89237109	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2621	0.730729108142159	0.67954601	-0.029649515986413	0.059251995	78.275321723559	0.0110138796769286	9.28141043139383	0.00880633518658472	-84.7495331	42.37804516	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2707	-0.0496555593942127	0.41130876	-0.0846382626740289	0.272839975	79.6150654432101	0.0117415697425104	9.46698735409583	0.00991495279310125	-85.96581059	42.89326669	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3256	-0.636641686564421	0.019360515	-0.122176426571811	0.012747085	80.3586553732554	0.0129214276798942	6.05416678150113	0.0147535390115666	-78.1895041	44.72466533	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2174	-0.0837073299859492	0.724294375	-0.066418633533398	0.043996125	61.6833344679087	0.00364370125385462	11.1116989119313	0.00782334126172657	-97.01954897	40.69480049	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1843	-0.348544997931044	0.79685295	0.037575074838606	0.04580285	86.4492001647655	0.00576723274751327	13.1145034299578	0.0074871649421953	-93.93055867	38.9870389	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2367	-0.31505948727838	0.48854975	-0.0300287989561204	0.20326094	86.1798091729482	0.00667982866324152	10.5230771194284	0.0120493514055259	-81.22142255	40.77218586	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3056	0.180921213139573	0.231024675	-0.143651067243173	0.51973297	66.9025652416241	0.00792538978699308	7.84391039172904	0.0113349561191087	-93.05176862	44.90118266	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2464	1.70860865931421	0.125830235	-0.0634116449662774	0.45197571	103.61827083123	0.00719332656925591	12.4467950724304	0.0201046995954984	-74.32745915	40.2972839	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2877	-0.155214342598331	0.78392703	-0.0303242111696435	0.068139525	69.9814112362189	0.00882680049674855	7.57147447812634	0.0104636033124527	-92.42972833	44.04105487	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2625	-0.567123577735307	0.343843105	-0.24528523241526	0.01385167	78.3955140602894	0.0120697495910136	9.53589759349154	0.0103287178431121	-82.19315996	42.15498327	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2970	-0.00805385466758901	0.20715236	-0.133293697819539	0.017974055	70.3250012902113	0.00425870065152609	7.47259630107631	0.0108954214007706	-90.40300189	44.40226096	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2541	-0.106294599345824	0.130404245	0.0584084069867578	0.03904963	95.4825338079379	0.010062062281179	9.32716363152632	0.010697744108559	-79.76604419	41.46986604	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2801	0.837284571231534	0.59407623	-0.0372170677856376	0.092315425	70.1823730040819	0.0115501984074035	8.7378206909276	0.0135850019311949	-83.29677496	43.11083968	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1945	0.140904885962678	0.19856579	0.0346532156720514	0.05396415	93.003527201139	0.00277867298842189	12.5157053462015	0.00553359701131303	-82.90222094	38.79927993	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2036	0.824934760291929	0.31474168	0.0923649895528312	0.03785918	85.16730932089	0.00476727488043399	12.0993592157148	0.0101980572137675	-78.58613657	38.74213626	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2800	-0.745765890457251	0.664802205	-0.150470270807764	0.150403005	67.5012830404135	0.0122734958083909	8.81330145093111	0.0128981601092933	-83.94506905	43.1659234	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3155	-1.91446386111951	0.07946187	-0.186010396285677	0.011595245	69.4267640098547	0.00772351978716129	6.83445527479769	0.0128228565362958	-86.95209561	45.08275877	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2713	0.58049555457238	0.87616041	0.125163515563855	0.03441986	79.6040077943068	0.014751067622591	9.05448734117911	0.0112669716158859	-82.09913158	42.57359596	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2534	0.615982740611831	0.742340495	-0.252941938529685	0.059615845	79.8487193645575	0.010147434048766	9.69551296844983	0.00837272137418302	-84.18894181	41.90665946	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3050	0.341567184012992	0.692367985	-0.038430501189976	0.02793345	52.0516034124944	0.00693653936352875	6.83653860352933	0.0100551607480026	-97.09198064	44.92604197	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2548	1.26051028752745	0.21127262	-0.0439576686800201	0.14723857	102.908976096373	0.00801610285924283	10.4592950503843	0.0178018295370308	-75.41333916	40.89771814	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3167	0.42262093613894	0.51064288	0.0045331165023763	0.026567485	76.3230781371777	0.0128291127523054	6.91041680263021	0.0146808892011247	-78.96986519	44.38604277	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3319	0.88406180640388	0.840639925	0.0321847236761443	0.017636375	46.6067316432794	0.00117568977152383	5.71089756292984	0.0114123727108754	-97.80379843	46.18914665	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2987	0.175308877092428	0.00075198	-0.15481928893117	0.12361361	71.6653859554193	0.0130450233083132	8.49807707793438	0.0144431118932182	-79.20512132	43.55345443	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3077	1.13978822223542	0.41715479	-0.0287295870412677	0.173971245	76.0428699468955	0.0127842153727131	7.65048091267594	0.0146284035891129	-79.08830267	43.96978883	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3001	-0.37081222769102	0.00040401	-0.0837255825835667	0.012687465	112.463463419523	0.0100616578421605	10.7182694297188	0.0224963725992726	-70.31198093	42.23595775	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2819	-1.3523810148748	0.04373104	0.0333233562784168	0.08162475	105.25480962411	0.0107600268231008	10.4711540270215	0.0222222721878541	-71.88366156	41.63834875	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2123	-0.914859397920753	0.083791585	-0.0732718290308496	0.327032775	98.5131429059383	0.00343469651700901	14.2525643153021	0.0154009112531167	-76.66983076	38.91342256	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2727	-2.03088425314366	0.025223695	-0.0108238961758349	0.227050325	105.959937700858	0.00796851812076342	11.0746797162753	0.020567979060414	-73.27525399	41.43492993	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3176	0.729144339324517	0.11721462	0.0026521629201887	0.04395775	86.689424649263	0.0125521194094453	7.54391039447047	0.0175775712303936	-73.13315183	43.59043432	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2118	0.37203749778969	0.115803095	0.189286803316998	0.03039238	109.734617373882	0.00378373551949887	10.1086540286883	0.00639727994861439	-79.68398862	39.31000754	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2026	-2.39469954799441	0.42481279	-0.0430700041058995	0.311696575	94.2057710855435	0.00961188383463338	12.3926284057924	0.00651894091762029	-84.64837321	39.38381134	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2898	0.775688257387031	0.3586604	-0.0482208002827679	0.27024131	78.2182705891438	0.0122745435623536	9.36698733898214	0.0133107873793366	-78.67738964	43.06155835	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2624	0.344295341436118	0.49784452	-0.239583353317132	0.18175514	78.4826937271998	0.0130943189569288	9.58942322944028	0.00933366632743944	-82.8305073	42.21498881	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2602	-0.831548292257811	0.76109266	-0.0419978284909022	0.023952225	57.2967959952851	0.00313479691572166	9.50977579567534	0.00856002068805533	-97.05452255	42.81104552	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2699	0.251889693266549	0.447462	-0.100703937563454	0.02603908	72.8730782083212	0.00850871329511545	8.8208334883675	0.00837155505316776	-91.17172769	43.15838965	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2206	1.23098127811478	0.566882825	0.0594138609140021	0.11792938	95.609616967348	0.00607616334881329	13.1006412410106	0.0152144352221531	-77.14869173	39.41400438	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2037	0.721253008460221	0.35163514	0.117571082706672	0.05083578	90.3867001770399	0.00509522106709198	13.7145835569797	0.0113553527796655	-77.98693505	38.66326772	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3266	-0.660996490411569	0.011032625	0.0158059600614849	0.04027942	99.6112197240194	0.0128295165403626	6.20833344888897	0.016472190572974	-71.69167942	43.79207731	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2911	-0.926560291755052	0.01771682	-0.0922175302448188	0.16206567	110.571155969913	0.00987589290924178	11.1687501922059	0.0224496062799159	-70.48333946	41.82810965	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2538	0.118549409338464	0.00331838	-0.177814778245408	0.17862684	83.5801295622801	0.0107078945872824	10.0336540351168	0.0103202156448171	-81.65398634	41.67381198	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1788	0.73637571119296	0.08752376	-0.0435301386590711	0.1774822	104.593911819661	0.00360049409063157	15.1400643381266	0.0127115894181863	-76.56894447	37.1626337	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3086	-0.365257595229662	0.215936575	0.117806304750412	0.03406911	96.3381429207631	0.0127589041491215	7.4714744831316	0.0168367198222918	-73.28945223	43.17958847	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1789	-0.309883096467156	0.02355269	-0.0853074999896496	0.0566814	106.470514404086	0.00429285576874732	15.1506412604298	0.0134380212254052	-75.98624665	37.07472229	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2549	1.04408967622502	0.16022573	0.0242679237041682	0.17908141	110.092309407699	0.00929419424664042	10.7362181536901	0.0196299073706906	-74.79822257	40.80512316	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3548	0.331469775323079	0.01893788	0.0002183237649541	0.053614215	94.8881425521313	0.00836876304400113	6.51923091697674	0.0170378338028745	-68.5919507	44.55846384	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2811	1.07776752857922	0.341594735	0.00253463160952006	0.04015667	79.1134630411099	0.00973583502385504	7.90673092618967	0.0113993484204001	-76.88859943	42.4038473	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2375	0.728967309341888	0.58085969	0.0280317477488367	0.20639251	100.831091373395	0.0077199926612885	11.2644232617787	0.013032274208246	-76.29100608	40.15884169	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2294	-0.647501694753461	0.03966507	-0.0982848742469921	0.133574035	100.739104241133	0.00264328089450291	12.9377406063573	0.0183106773289961	-74.60712253	39.47121075	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1699	0.0936346218582296	0.19035816	0.06360589830985	0.04473452	92.8775654247938	0.00430289259165109	11.4375002030522	0.0101402331624312	-80.78343214	37.28554147	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2291	0.879114120595337	0.51749564	0.0613914281892373	0.082118635	99.8516042843843	0.00562573455219769	12.0817309849394	0.01441049386982	-76.41889667	39.74401912	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1952	0.213903030493556	0.368818285	0.0872357847496551	0.06201051	88.9173091583145	0.00516628617126869	12.9381412669109	0.00825395410346038	-78.69689206	38.32458531	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3435	-0.168516061822144	1.71e-05	-0.143424332200829	0.000639	72.613142264195	0.0141406930232338	5.75673088412254	0.0135018681933072	-81.29853344	45.91983193	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3441	-0.694674295739661	0.092262375	0.120845661047086	0.01911076	74.8073730682715	0.0135118077390121	5.19214753700922	0.0156279481788342	-77.26778803	45.4742123	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3262	2.09097293019505	0.00084696	-0.0491143914050649	0.014876225	89.3733989397685	0.0105939282780467	5.63044884022421	0.0162476559480929	-74.26643959	44.19898365	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3073	-0.39332771427989	0.286093225	-0.157365013269189	0.01049965	74.4721165559231	0.0130090531544814	7.49038471446301	0.0139198619453106	-81.7099521	44.24701957	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1870	0.152517254434592	0.132530705	0.0264695117740608	0.176946635	95.0448733886274	0.00614366978956336	14.553846408016	0.0101662708554833	-77.6236993	37.74810735	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2100	-0.536664557572875	0.70096347	0.0260406086910998	0.025586545	87.1169885274691	0.00873784428215366	11.3564104635077	0.00559178778799037	-90.77106283	40.17688128	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1939	0.747283735739668	0.184786035	-0.112490321667655	0.04938468	99.2834953512901	0.00976260536264965	12.127724579428	0.00659957488324463	-86.54918153	39.1014691	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1940	-0.385747209380849	0.50357193	-0.225128752441773	0.052824785	98.7657066858732	0.0107955586004959	11.9471155912257	0.00691819107666061	-85.93910578	39.05787693	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2041	-0.392803378419992	0.32658249	-0.0374540657067556	0.05651872	98.1269247829914	0.00265390809036485	14.1381412625838	0.0143858621036545	-75.60508013	38.32146943	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1868	-1.46914102330752	0.174790105	0.254507143417625	0.05984965	92.7086555854632	0.00546963512272926	14.2022438265192	0.0104025712464923	-78.806263	37.90668498	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2290	0.69802978621849	0.616601585	0.0803814978691899	0.11470385	96.0362196067969	0.00741549260398692	12.10817329059	0.0132860145744329	-77.02612957	39.82964209	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2292	0.82613642925784	0.34485303	-0.0339429419676228	0.24981138	101.031091576967	0.00444869675947566	12.4483976339778	0.0166287765477089	-75.81328953	39.65573299	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2635	-0.0117294094812648	0.13284056	-0.0296450957219213	0.15255612	93.9070529418114	0.00852184258995207	9.30625018120433	0.0157379188838902	-75.89726407	41.4016075	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2038	0.679978338745668	0.09761597	-0.0838946952644643	0.209945225	91.6583349292095	0.00419052968609699	14.6477566393427	0.0135611017387096	-77.38918692	38.58175799	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3166	0.371493233052123	0.365022115	-0.0236389769570994	0.054366285	84.319472575799	0.0151536135948735	6.68076936436745	0.0147769370128645	-79.62737844	44.46018769	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2286	-0.122687536531962	0.237106545	0.00377952187748004	0.12115293	99.0336556159533	0.00450627104120137	10.7548078983807	0.00685659720851611	-79.47043795	40.14531354	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2106	0.176067641797606	0.779465825	-0.0662070344197011	0.033123995	94.3650656953836	0.0110320852554134	11.9008014750703	0.00640884124875275	-87.04422293	39.98676588	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2122	0.554966634533627	0.129080635	-0.0631150198579094	0.542914535	93.541347776468	0.00548144465002806	13.8351765091662	0.0140991616509051	-77.2697012	38.99804854	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2547	1.71441949926106	0.12280658	-0.0509099269995924	0.08075224	96.7681907812754	0.00850041681725818	9.85528865677472	0.0158525738151408	-76.0302221	40.98761889	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1451	2.14214931443386	0.100018895	0.052636997889745	0.071818645	96.9173091061604	0.00295005179699468	12.0035258622315	0.0041579274566192	-82.22427137	36.15237912	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1700	0.295776926044988	0.182557545	0.14950039538742	0.12459204	93.9961554186466	0.00494813288678952	11.6442309875423	0.0114505723186456	-80.1946972	37.21622755	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1604	-0.0737513902040021	0.313193795	-0.109235066937371	0.02752332	104.711860795816	0.0088660073490599	14.6381412768462	0.00372713746477345	-88.57625097	37.52218797	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2726	-1.21695150051931	0.09533164	0.0277720787762743	0.173491695	105.89775823477	0.00845243835522012	10.5602565919204	0.01817089072615	-73.89423426	41.53409657	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2107	0.358681710353559	0.696238675	-0.0612966198129445	0.2395573	93.540706665088	0.0106697792177301	11.9823720167415	0.00620715327742561	-86.42546211	39.94540276	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1596	0.21762123354967	0.58075159	0.182492105644541	0.02928937	90.6381425534685	0.00456991686866292	14.0701925439569	0.00517869861960827	-93.36931709	37.70257514	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1281	1.2962003437021	0.490767495	0.0865330044019804	0.046437805	119.438143066871	0.0100449249722976	15.2682694845284	0.000740922136009157	-85.85348173	35.62794041	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2698	0.506198775645261	0.84022972	0.012332147930268	0.02776002	76.5016035827307	0.00712942203444813	8.44551295720232	0.00816309127770333	-91.82517197	43.17846978	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2355	-1.43814043332848	0.84879809	-0.0540137769810142	0.04948776	79.2233989208173	0.00939249875072224	10.5522437603093	0.00744415840862076	-88.7623502	41.36139393	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2218	-3.42089497048509	0.750715695	0.210538823536307	0.145617225	44.3301289209332	0.000755558538389739	16.4384618126429	0.0192670463903916	-121.69990194	38.71548784	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3419	0.812609137300058	0.065863425	-0.161216894278892	0.047414715	63.40609074021	0.0106727222417317	5.2711539307657	0.0156890864511029	-92.27323601	46.57841562	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2718	-0.511165922219203	0.20112713	-0.0240112040419058	0.03695919	97.3926301613832	0.0122633546749242	7.7169873127475	0.0119848797208149	-78.91155172	42.22929366	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3606	0.162899520868454	0.00035662	-0.182571387225064	0.007112395	64.2190715678227	0.0107818695760549	4.01522443694277	0.0148128943073421	-91.51579342	47.40677575	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2812	0.640843846573169	0.29072519	-0.0084970937972982	0.06021914	84.3772449004344	0.0119355253613088	8.80224375849446	0.0119292908052058	-76.25643536	42.31773937	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3513	0.657188493174132	0.008045095	-0.175533414626538	0.030570175	63.3257222863344	0.0111087594344662	4.76730778982911	0.015729450413523	-92.24581109	47.00173755	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2889	-0.874229041335894	0.46459192	-0.0282386800975748	0.067057775	67.3205139606427	0.0116739055921452	8.19118606133195	0.011496846739752	-84.51537615	43.63806312	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3428	0.346193217416468	0.01859291	-0.117084844470408	0.017928295	71.8483985555478	0.00976912690693358	5.66794881619847	0.0130598989020371	-86.06867848	46.30392771	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3087	-1.12690977484604	0.03175123	0.198765641406755	0.03497382	103.246476130608	0.0135483768639965	6.96891038690527	0.0187536243106509	-72.65488834	43.07783632	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1729	1.86528678084947	0.005272065	0.0351707539890075	0.005359665	26.5192312403367	-0.000567328969869548	7.68846166962519	0.0152223179704329	-112.04844916	37.61837176	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2794	-0.986993034883332	0.35660459	-0.149488128089697	0.056600645	70.403527195637	0.00978347444038514	8.85544886057958	0.0129304614471375	-87.85662778	43.43586101	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3246	-2.14754414698037	0.092065255	-0.109629144695621	0.045651875	65.4294882523708	0.0111084375112321	6.30833345799683	0.0112636552745017	-84.86093015	45.36862227	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2821	-0.418445180852789	0.00479649	-0.0881757456779784	0.043613145	111.936540165009	0.00953222381001863	11.6907053343617	0.022533662551729	-70.65248137	41.41996486	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2817	-0.593442551249312	0.03852446	-0.00779018336224685	0.09994534	106.295514516341	0.00829585656707426	9.80673094721845	0.019259260400183	-73.1232136	41.84602724	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3263	1.23603718140508	0.12619392	0.0177903089219201	0.017890345	87.9480784489558	0.0126669339203369	6.24791675515903	0.0172130970489212	-73.61952517	44.10144466	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2968	0.0302771448148498	0.473693465	-0.0699267862397346	0.024398355	69.1387832424579	0.00614055256217811	7.83205142877518	0.00951204393792569	-91.73693248	44.44624254	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	1938	0.74812983552095	0.598589865	-0.135010450249258	0.042539295	97.1839761978541	0.00947430824782425	12.6740386758764	0.00861480363373628	-87.16004373	39.14234001	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2799	0.39075560411086	0.77657603	-0.0475823891437162	0.04416301	70.5560909815324	0.0112389062932711	8.71442323068205	0.0117766084235854	-84.59449881	43.21813453	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2550	0.178548191420602	0.003223865	-0.0796729537756787	0.696762035	105.190386533737	0.00805747542009713	12.1413463465153	0.0199966764104265	-74.18491634	40.7098448	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2354	-1.09337659018578	0.840783735	-0.0121903274042689	0.04727439	79.2714755382293	0.00816468013033831	10.5500001695771	0.00675377801585222	-89.39626811	41.39227359	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2815	-0.759874559617413	0.023065395	-0.0440083279598687	0.02144774	101.926444039895	0.00858063853485698	8.8011219554927	0.0156760194540806	-74.37079509	42.04290032	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2461	0.901327869575685	0.3537556	0.153249849927453	0.10302197	98.1900657018026	0.00900862468745133	10.4237181950026	0.0148755728292292	-76.16145853	40.57336932	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2882	1.14029738194801	0.51153083	-0.117295100700232	0.03501426	70.072757814175	0.00641675224926895	7.757051429568	0.0104151884047458	-89.11965367	43.92451461	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3523	0.953773288699189	0.00295016	-0.110936306703004	0.01958591	80.1445526709923	0.0103422972960722	4.89038470406563	0.0127825675842132	-85.30600807	46.67897149	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3702	-0.457923069260302	0.000189025	-0.206997389642783	0.0056653	63.3719560572734	0.00778809017868573	3.78798084073246	0.0140422498688231	-90.06907188	47.78363667	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	3254	0.302068149865131	0.07443195	-0.119358671858503	0.025730885	90.5580144356459	0.0157336228519928	6.66554500939898	0.0150123366197961	-79.51173331	44.87690892	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2027	-0.270042486154631	0.611669055	-0.0680348734941578	0.140557255	92.5389437736609	0.00783954378374133	12.0815706968499	0.0041310942277793	-84.03709129	39.33178078	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2444	0.195877514687637	0.39328459	-0.206468922121793	0.10216254	84.5506424414806	0.0113616501506306	10.3086540437518	0.0102320438571251	-86.80326082	41.6731931	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2361	0.459399100139346	0.77574332	-0.219906101070829	0.1573679	81.969231955516	0.00953648924074888	10.3950322301796	0.0102919958750304	-84.97437478	41.1170148	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2704	-1.80301253427645	0.1310566	-0.179995754409167	0.341903635	72.9383826670356	0.0107440774416417	8.6745193822978	0.0118001050151097	-87.91261319	43.01439153	Nymphalidae	G5	aposematic	yes	105	aposematic	7
Danaus plexippus	2529	0.179771370162007	2.988e-05	-0.235258038454705	0.03209394	71.0801292871818	0.0116599994579683	9.92115404117757	0.0111279982884887	-87.38125446	42.13425444	Nymphalidae	G5	aposematic	yes	105	aposematic	7
