Species	grid_id	Abundance.trend	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Family	AdultSize	Diet.breadth.families
Amblyscirtes vialis	955	-1.5178862357151	0.312046255	0.00965586914791592	0.01724319	90.4243606927399	0.00560262767150269	17.566346441706	0.00265656820743068	-96.3553701	34.3154996	Hesperiidae	27	1
Amblyscirtes vialis	1364	-0.348128072782838	0.238467175	0.0350874237715167	0.05317171	120.088143041501	0.00831463131256009	14.5024842087132	0.00319584755756619	-85.20831943	36.00500371	Hesperiidae	27	1
Amblyscirtes vialis	2797	-2.17538885592921	0.37465484	-0.0633582603697769	0.09586584	75.3733987533129	0.0130448033320085	8.7294873626043	0.0117667440068453	-85.89653221	43.31391043	Hesperiidae	27	1
Amblyscirtes vialis	1202	0.697456571537169	0.12770493	-0.053040089475882	0.178943195	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.33981564	35.15666361	Hesperiidae	27	1
Amblyscirtes vialis	2534	0.226384100243582	0.742340495	-0.252941938529685	0.059615845	79.8487193645575	0.010147434048766	9.69551296844983	0.00837272137418302	-84.18894181	41.90665946	Hesperiidae	27	1
Amblyscirtes vialis	1427	1.55340292748245	0.094839125	-0.0915487412715985	0.01325034	86.3048091291999	0.00716792616472783	15.4753207266092	0.0100848507906094	-96.36871737	36.87692946	Hesperiidae	27	1
Amblyscirtes vialis	2879	-1.63540570072029	0.357761645	-0.100873758393203	0.05661359	70.8152255654717	0.00603360943719002	7.90560911977305	0.0108355684173516	-91.10419962	44.00328918	Hesperiidae	27	1
Amblyscirtes vialis	2092	0.833427015173682	0.80906862	-0.059367633824246	0.022295035	67.2849371829906	0.00529803622621395	11.8868591954024	0.00792911040253865	-95.76344661	40.27463024	Hesperiidae	27	1
Amblyscirtes vialis	3534	-6.54088643362891	0.0033431	0	0.01092717	71.5974371738923	0.014007426303571	4.90256419806526	0.0153894565389792	-77.80539224	45.97140187	Hesperiidae	27	1
Amblyscirtes vialis	3341	-5.69453951041308	0.010158375	-0.125736510731364	0.001253885	71.3160268160013	0.0140749824774133	5.8737180697469	0.0124168615258584	-82.75048195	45.62548374	Hesperiidae	27	1
Amblyscirtes vialis	4358	-0.500854312574417	0.496672515	-0.0257440376175406	0.01252404	28.373718437476	0.00140451661070736	4.05737185977304	0.01232252496688	-107.71656479	50.8869951	Hesperiidae	27	1
Amblyscirtes vialis	3376	-0.0401608573154855	0.078170645	-0.119865759637101	0.01662663	63.6808505371894	0.00290918799482365	7.91057708602733	0.0143276568480617	-121.4508383	44.47276344	Hesperiidae	27	1
Amblyscirtes vialis	1783	0.189189355728869	0.17443773	0.199686111790434	0.03794014	88.3756427342693	0.00436079913851133	13.0262822572094	0.0104360845314289	-79.50404359	37.56335927	Hesperiidae	27	1
Amblyscirtes vialis	2893	-3.40939910234395	0.213132925	-0.218758830988208	0.00833112	79.1229180326829	0.0137257475203709	8.53621810255572	0.0130335686517112	-81.90720836	43.41047146	Hesperiidae	27	1
Amblyscirtes vialis	4562	-1.36595344711669	0.82575269	0.0261839513914643	0.06888738	32.1979172736024	0.00476662097812005	2.3799680168621	0.0130304556759799	-106.47694159	52.2614296	Hesperiidae	27	1
Amblyscirtes vialis	1945	-0.420557648214481	0.19856579	0.0346532156720514	0.05396415	93.003527201139	0.00277867298842189	12.5157053462015	0.00553359701131303	-82.90222094	38.79927993	Hesperiidae	27	1
Amblyscirtes vialis	4560	-3.94212934635909	0.700920115	0.0101817806024131	0.015089605	32.1503210768868	0.00540348009373974	2.10673081966786	0.0129391932352922	-107.99990715	52.16003547	Hesperiidae	27	1
Amblyscirtes vialis	3443	-1.58432526981828	0.359224695	-0.00756398524378341	0.132879185	75.4825333402707	0.0122905201335461	6.20048090019144	0.0160143080644058	-75.93858064	45.30223547	Hesperiidae	27	1
Amblyscirtes vialis	3293	-4.19219011127563	2.88e-06	-0.130181363602807	0.00047628	45.32484053935	0.00270983778533624	4.95608981699945	0.0109775484313854	-115.42097505	44.95449354	Hesperiidae	27	1
Amblyscirtes vialis	2176	0.191320705201581	0.87718998	-0.0451685159923799	0.02564742	68.118270426917	0.00605310405323426	10.8717950759217	0.00384259020639912	-95.76187742	40.69829218	Hesperiidae	27	1
Amblyscirtes vialis	4759	-5.80230619151758	1.26e-05	-0.113079384089553	0.00215049	40.5865390751606	0.00584125150980349	0.185576940528475	0.0145391607072293	-106.03815806	54.01828089	Hesperiidae	27	1
Anaea andria	955	-0.36988627162442	0.312046255	0.00965586914791592	0.01724319	90.4243606927399	0.00560262767150269	17.566346441706	0.00265656820743068	-96.3553701	34.3154996	Nymphalidae	71	1
Anaea andria	1843	0.274239751802319	0.79685295	0.037575074838606	0.04580285	86.4492001647655	0.00576723274751327	13.1145034299578	0.0074871649421953	-93.93055867	38.9870389	Nymphalidae	71	1
Anaea andria	194	-0.101004572744556	0.56218808	-0.0628909557013998	0.02355948	67.6727576253888	0.00564054459639661	21.5221157073975	0.00936464528828894	-97.92030916	28.69103515	Nymphalidae	71	1
Anaea andria	291	-0.489344748242038	0.80423069	0.00632608928893658	0.031720185	90.8830144176116	0.00672253864433429	21.4916669741655	0.00705260573064546	-96.33325366	29.57579331	Nymphalidae	71	1
Anaea andria	888	0.605052840968412	0.270508055	0.030912265665571	0.029893325	112.85112359967	0.00669808087038782	18.1080130953819	0.00381228514751823	-93.51123756	33.86302047	Nymphalidae	71	1
Anaea andria	336	-0.311161195427345	0.010171115	-0.15861302630988	0.03475469	51.0913470591872	0.00510234875657426	20.2990388289476	0.0049252436703776	-99.03112545	29.97099694	Nymphalidae	71	1
Anaea andria	292	0.955948601958601	0.604457915	-0.0447323760899123	0.252436765	95.5942324185983	0.00619096957633333	21.2839746903151	0.00679924570286483	-95.79690563	29.57609125	Nymphalidae	71	1
Anaea andria	342	0.497441731186776	0.534540005	-0.0510918103222413	0.270530335	94.1811714319465	0.00625565862080076	21.2341349243354	0.00604872947434678	-95.79575003	30.0097734	Nymphalidae	71	1
Anaea andria	518	0.820570059456793	0.164160515	-0.0880862860120624	0.033294635	135.704329270058	0.00699991319265958	19.6753208484405	-0.00044920240397556	-87.03868831	30.97284899	Nymphalidae	71	1
Anaea andria	549	0.228008108893785	0.18182715	-0.048792162944807	0.016304385	31.5317312877577	0.00291918343693675	18.5897438144072	0.00947839231869318	-101.85514144	31.59727541	Nymphalidae	71	1
Anaea andria	688	0.0597217706773456	0.16684885	-0.149662204453682	0.15242726	102.910258101347	0.00658101610236702	18.8730772542648	0.00605382137502145	-93.55520241	32.57553583	Nymphalidae	71	1
Anaea andria	1202	1.10698858744742	0.12770493	-0.053040089475882	0.178943195	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.33981564	35.15666361	Nymphalidae	71	1
Anaea andria	1103	0.0865692938959217	0.13619463	-0.104604650495709	0.09401904	75.1166679194579	0.0066969743970866	16.8012823211984	0.00672469619682485	-97.51744394	35.1624181	Nymphalidae	71	1
Anaea andria	681	0.101053059799638	0.101258425	-0.125090651028526	0.261476265	72.1471165195585	0.0051668865372865	18.9993593325982	-0.00130370470958956	-97.46381627	32.59111434	Nymphalidae	71	1
Anaea andria	1264	0.0258630783587899	0.485278665	0.0839693659844662	0.254371515	90.8604182851835	0.00824059108957254	16.4488784817931	0.00799355940623169	-95.77807137	36.02496131	Nymphalidae	71	1
Anaea andria	836	0.298297235790779	0.067355605	-0.0617217263048393	0.12243194	91.5833347134101	-0.00166285035581247	18.141346396544	-0.00199122508435046	-83.42747602	32.8207102	Nymphalidae	71	1
Anaea andria	1351	0.28479501973937	0.22877541	-0.0938621630741223	0.02899868	97.0839761999937	0.00318194503568207	15.6596156542118	0.00676020590681153	-92.82919788	36.4131345	Nymphalidae	71	1
Anaea andria	750	0.570432380380481	0.33210436	0.0240345012717409	0.03073687	103.006652334657	0.00610938600027277	18.3177887556645	0.00192634161879704	-94.66381159	33.02238206	Nymphalidae	71	1
Anaea andria	1277	0.472020795374872	0.21180359	-0.0625532498135134	0.03159601	118.422117292117	0.00915630214501924	15.2487181932546	0.00353945834126613	-88.17672172	35.78951135	Nymphalidae	71	1
Anaea andria	1036	1.295169582081	0.220648735	-0.158351661527484	0.22334708	105.280450603901	0.00402235525679189	17.4788464718522	0.0006480647732899	-92.33144491	34.69110481	Nymphalidae	71	1
Anaea andria	1110	0.854034647872171	0.2450387	-0.0420317750242244	0.026317225	99.5730786522229	0.00575052612384151	16.9887823332579	0.00347065181001641	-93.46566289	35.14637207	Nymphalidae	71	1
Anaea andria	1266	-0.962115638545202	0.45780919	0.125137606303607	0.03099304	96.8802901069896	0.0061008005856329	15.4726765497755	0.00703658975270904	-94.60599328	36.01769096	Nymphalidae	71	1
Anaea andria	826	0.78448132106177	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Nymphalidae	71	1
Anaea andria	1848	0.19485126547516	0.43882076	-0.0133288162778967	0.139131325	84.2586553738667	0.00530017752151424	13.523397696706	0.00672656957115125	-90.87223328	38.9064936	Nymphalidae	71	1
Anaea andria	514	0.613005908768272	0.123339015	-0.0168992272106916	0.065355035	125.123399675466	0.00383904809627436	19.1929489970207	0.00178518172751515	-89.21856671	31.11616294	Nymphalidae	71	1
Anaea andria	1123	1.26916768952063	0.290477095	-0.00500451208456202	0.033769015	126.824200789134	0.00694683037431267	15.4519233459081	-0.00190166156952096	-85.9764829	34.77827315	Nymphalidae	71	1
Anaea andria	392	0.285735027429013	0.41606869	-0.0104500695744747	0.05821368	98.1474374479208	0.00588844918629393	20.8599362052404	0.00542161757744038	-95.79458121	30.44284487	Nymphalidae	71	1
Anaea andria	611	0.387487908604189	0.25339969	0.0255241681943921	0.050551575	30.2654652120366	0.00303454736651263	18.5971156469522	0.0120202393156072	-101.88934465	32.0274248	Nymphalidae	71	1
Anaea andria	694	0.00913064785827977	0.34508226	-0.0636153271427312	0.187792545	116.025643216876	0.00749858464737901	18.7080131264833	0.00056865662538586	-90.21106194	32.46348051	Nymphalidae	71	1
Anaea andria	618	-0.823755632170031	0.06751964	-0.144336884665449	0.02696169	69.7375011150845	0.00640210118058226	18.6429490210154	-0.00313657005827403	-98.01025438	32.15301199	Nymphalidae	71	1
Anaea andria	402	0.754290893995524	0.012936165	-0.221098746374188	0.055100245	129.947758910748	0.00342133976340083	20.4849362144103	0.00459592845913486	-90.37630461	30.30972735	Nymphalidae	71	1
Anaea andria	439	-0.280577552273664	0.467739335	-0.0434000945391599	0.05702216	73.8112192383179	0.00499408400858297	20.5842952361474	0.000441374418993465	-97.4301217	30.86695512	Nymphalidae	71	1
Anaea andria	954	-0.805375159445887	0.144738055	-0.0874180441146737	0.04293869	84.6285270060628	0.00558806931941026	17.6118592478526	0.00393659627475468	-96.92728718	34.31260327	Nymphalidae	71	1
Anaea andria	1025	0.301950767785408	0.164347285	-0.0985120189286567	0.04391911	59.4365393958795	0.00259359761303582	17.2012822841987	0.00647111274743024	-98.65849816	34.71618433	Nymphalidae	71	1
Anaea andria	1024	0.540012816669821	0.63332535	0.158937690123437	0.028841795	55.503526746964	0.0026435486517725	17.5221156325096	0.00637663824166199	-99.23335751	34.70289451	Nymphalidae	71	1
Anaea andria	1427	0.532226615126241	0.094839125	-0.0915487412715985	0.01325034	86.3048091291999	0.00716792616472783	15.4753207266092	0.0100848507906094	-96.36871737	36.87692946	Nymphalidae	71	1
Anaea andria	2597	0.540462630748761	0.047541305	-0.174172067925575	0.007449515	46.5820520722713	0.00636732050750376	8.55480782496623	0.00880671412596535	-100.30375207	42.75126283	Nymphalidae	71	1
Anaea andria	1424	0.22525867575065	0.535353705	-0.0711243292700834	0.02860749	72.5791677513566	0.00865313193138043	16.1115387122218	0.010115517490908	-98.14863148	36.85996818	Nymphalidae	71	1
Anaea andria	293	1.13676305899004	0.26454218	-0.115631439921901	0.58549008	100.518270835663	0.00561692483072859	21.1092951939656	0.00728819911706479	-95.2605706	29.57393376	Nymphalidae	71	1
Anaea andria	1764	0.141392849533806	0.274797375	-0.0349155366401589	0.078963435	87.514504794509	0.00586325503715938	13.3529649634237	0.00566279470816435	-90.90509318	38.48255744	Nymphalidae	71	1
Anartia jatrophae	124	-0.500955114495127	0.352853855	-0.0330934344081993	0.098412945	123.332694302767	0.00603785837637623	24.5641029492403	0.0178304479478653	-81.31641743	26.4332029	Nymphalidae	60.5	6
Anartia jatrophae	267	3.99857173343012	0.158345435	-0.104902878930641	0.344593225	107.955770908449	0.000355505609950951	22.895352941293	0.0158043970855967	-81.51194274	28.2294268	Nymphalidae	60.5	6
Anartia jatrophae	104	-1.53594461607373	0.01233736	-0.127561668253944	0.46064562	132.594874172257	0.00433157542077788	25.0567311445872	0.0191249224196154	-80.38416352	25.85948538	Nymphalidae	60.5	6
Anartia jatrophae	419	16.8529528591414	0.049064815	-0.113742592904107	0.092267085	109.467843731754	0.000330127922516515	21.9382482196531	0.0143559173318271	-81.26717093	29.51906353	Nymphalidae	60.5	6
Anartia jatrophae	61	-3.60785055331275	1.8e-06	-0.133940998107744	0.000694965	107.58525854884	0.00535895230874997	25.3407054742177	0.0178690778216046	-81.0502644	25.06032198	Nymphalidae	60.5	6
Anartia jatrophae	175	-4.69485612401745	0.6131914	0.00726042296646313	0.10343676	114.793592002147	0.00230562402032662	23.1980773271658	0.0162171655464818	-81.67068903	27.3660921	Nymphalidae	60.5	6
Anartia jatrophae	68	5.67774614090553	0.209895405	0.174734177828065	0.03541768	40.5237987284752	0.00612659634639852	23.8648240711444	0.00758060480672036	-98.89924084	26.48423756	Nymphalidae	60.5	6
Anartia jatrophae	40	-5.9201570958767	0	-0.133942433982509	0.017192425	104.925322181903	0.00662769788195943	25.7211542374048	0.0182141892249725	-81.62774667	24.6919168	Nymphalidae	60.5	6
Anartia jatrophae	268	4.45408416989443	0.333320435	-0.0585733855458917	0.067072705	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.99141695	28.16185744	Nymphalidae	60.5	6
Anartia jatrophae	220	4.08144083760107	0.28039041	-0.0957311453699633	0.34016286	103.882694313924	0.00147174148837585	23.0730772874294	0.0151872154031718	-82.1103699	27.86305746	Nymphalidae	60.5	6
Anartia jatrophae	82	-9.03409019793859	0.06895236	-0.0897485647997315	0.139019805	116.860258423556	0.00497818735450292	25.2455131854766	0.0185759810118578	-80.46763165	25.42508076	Nymphalidae	60.5	6
Anartia jatrophae	367	13.5019504814175	0.4520553	-0.0353923208338025	0.132063315	113.283976235069	0.00167446725280211	21.6637824131892	0.0136600911885352	-82.40469247	29.21889794	Nymphalidae	60.5	6
Anartia jatrophae	266	4.26427254511004	0.286590215	-0.0796872072802231	0.13198772	114.194873660421	8.05541735228604e-05	22.8551285175177	0.0151701804826157	-82.03335051	28.29461214	Nymphalidae	60.5	6
Anartia jatrophae	49	8.60124857248192	0.57500519	0.0243208133934367	0.19392944	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.37082827	26.05737878	Nymphalidae	60.5	6
Anartia jatrophae	51	12.7740122628901	0.20044661	-0.0705383308277131	0.16105538	57.9214751513388	0.00607532104978108	23.4689106024229	0.00623484436519719	-97.34498326	26.07460858	Nymphalidae	60.5	6
Anartia jatrophae	50	5.0880200627091	0.790601755	0.123841344113475	0.16765871	49.6663470005808	0.00635168346014123	23.7474362605657	0.00673520944783789	-97.85796017	26.06718283	Nymphalidae	60.5	6
Anartia jatrophae	149	-7.59778479838544	0.380757215	-0.0685397715373041	0.094122055	121.162502129873	0.00418736841615085	23.941346568939	0.0171416786788202	-81.74877453	26.93330432	Nymphalidae	60.5	6
Anartia jatrophae	222	-2.0359400165368	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	Nymphalidae	60.5	6
Anartia jatrophae	41	-1.65531224923687	0	-0.133942433982509	0.0101223	106.844232476675	0.00612173121340527	25.6887824107439	0.0186981796758462	-81.12943102	24.62399503	Nymphalidae	60.5	6
Anartia jatrophae	269	-20.0219003332759	0.01962165	-0.130557633471754	0.16423169	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.47180221	28.09190842	Nymphalidae	60.5	6
Anartia jatrophae	126	0.222655222048984	0.041770885	-0.119805705656223	0.388852515	140.695515543987	0.00409223442008416	24.7041670664763	0.0182306354015312	-80.29980171	26.29307395	Nymphalidae	60.5	6
Anartia jatrophae	152	-4.79618029183737	0.09978101	-0.115571830393742	0.38533821	134.694232747341	0.00436834712538037	24.3089747245495	0.0178998994447019	-80.21453194	26.72586237	Nymphalidae	60.5	6
Anartia jatrophae	319	8.70409840818443	0.1027013	-0.110942765621793	0.524883975	109.970194159792	-0.000794576182069488	22.5929491030864	0.0154724119312952	-81.4312537	28.66000535	Nymphalidae	60.5	6
Anartia jatrophae	320	2.58845982439957	0.06146877	-0.118139671611781	0.15050548	116.570835526173	-0.00136303766180094	22.7618593986218	0.0152425310347741	-80.9079255	28.59216656	Nymphalidae	60.5	6
Anartia jatrophae	177	-2.47155280747802	0.511956935	-0.0071054203002519	0.10946116	113.596796861062	0.00363844263934291	23.7993593246509	0.0173610240791158	-80.64155553	27.22963535	Nymphalidae	60.5	6
Anartia jatrophae	221	6.49619188837918	0.380331865	-0.0700656496979919	0.1879692	107.721476456294	0.00279572158554178	22.9987182953419	0.0150861479170218	-81.59174976	27.79812764	Nymphalidae	60.5	6
Anartia jatrophae	219	9.58757059377309	0.013587335	-0.135032363114078	0.474392805	114.614425228956	0.00173387807442147	23.0432695394907	0.0152393862962277	-82.62982883	27.92560762	Nymphalidae	60.5	6
Anartia jatrophae	103	-6.05555486427313	4.05e-05	-0.133763102188208	0.001678135	129.630130978731	0.00544827112915155	25.0189105853056	0.0185497973523261	-80.88939687	25.93046339	Nymphalidae	60.5	6
Anartia jatrophae	123	-6.93838281167888	0.05121748	-0.1274320871293	0.452794295	115.912101280613	0.00404282191346789	24.2301285901131	0.0172660066626265	-81.82601993	26.49974836	Nymphalidae	60.5	6
Anartia jatrophae	173	-3.39816242472941	0.041181765	-0.129801688774312	0.18006939	110.426284048038	0.00249591243138119	23.2441510030857	0.0153901546888615	-82.70323722	27.49307983	Nymphalidae	60.5	6
Anatrytone logan	2462	-1.71302044906779	0.359952015	0.0661647587361536	0.23917506	104.027565822387	0.00725443059602505	10.9216348042306	0.0180631234168768	-75.54837806	40.48401769	Hesperiidae	34	1
Anatrytone logan	1843	-1.15308627597284	0.79685295	0.037575074838606	0.04580285	86.4492001647655	0.00576723274751327	13.1145034299578	0.0074871649421953	-93.93055867	38.9870389	Hesperiidae	34	1
Anatrytone logan	2547	-7.90144729335194	0.12280658	-0.0509099269995924	0.08075224	96.7681907812754	0.00850041681725818	9.85528865677472	0.0158525738151408	-76.0302221	40.98761889	Hesperiidae	34	1
Anatrytone logan	2797	1.19361699243343	0.37465484	-0.0633582603697769	0.09586584	75.3733987533129	0.0130448033320085	8.7294873626043	0.0117667440068453	-85.89653221	43.31391043	Hesperiidae	34	1
Anatrytone logan	1202	2.92137297478621	0.12770493	-0.053040089475882	0.178943195	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.33981564	35.15666361	Hesperiidae	34	1
Anatrytone logan	977	0.797644092911098	0.19104676	-0.0391182162429857	0.25663827	103.819232436327	0.00149692605745663	17.0942310797863	0.00193269647087251	-83.83972237	33.72773855	Hesperiidae	34	1
Anatrytone logan	2638	0.642384146434427	0.0092759	-0.0343771242982897	0.414552885	109.683014732141	0.00869867448106298	10.9568912139377	0.0187962815853593	-74.04051994	41.1221102	Hesperiidae	34	1
Anatrytone logan	1266	2.38614947985714	0.45780919	0.125137606303607	0.03099304	96.8802901069896	0.0061008005856329	15.4726765497755	0.00703658975270904	-94.60599328	36.01769096	Hesperiidae	34	1
Anatrytone logan	2907	-2.25121808600962	0.030261005	-0.0174983037713483	0.07706481	104.681572382267	0.00983964932466808	9.13108990574256	0.0192263713930088	-72.9691655	42.25686617	Hesperiidae	34	1
Anatrytone logan	2639	-1.19666704034607	0.002715645	-0.122482316293169	0.30737173	104.113222866486	0.00827580935166667	11.9260418898342	0.0207968381835502	-73.42532489	41.02355768	Hesperiidae	34	1
Anatrytone logan	2999	-3.89075829287701	0.02232901	-0.0197810291534122	0.349774025	101.89984157605	0.0109926357891361	9.65769248248006	0.0213803872746686	-71.55817577	42.45711674	Hesperiidae	34	1
Anatrytone logan	1203	2.30040819105333	0.270982835	0.0920087588999379	0.07059873	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.76506346	35.10742541	Hesperiidae	34	1
Anatrytone logan	955	-0.823671227985601	0.312046255	0.00965586914791592	0.01724319	90.4243606927399	0.00560262767150269	17.566346441706	0.00265656820743068	-96.3553701	34.3154996	Hesperiidae	34	1
Anatrytone logan	1944	-0.559813957303712	0.34692727	0.0438955159040642	0.03125277	95.3633029644306	0.00576132892235097	12.5608976507106	0.00557469253036141	-83.50763926	38.8563987	Hesperiidae	34	1
Anatrytone logan	2210	2.07866862514572	0.011711805	-0.0799624460011127	0.054518185	94.4894246260325	0.00214064643234218	13.0878207295035	0.0167319571524406	-74.74431021	39.05766649	Hesperiidae	34	1
Anatrytone logan	1941	-0.640309600569311	0.43694279	-0.0887801034335515	0.02989122	100.112581898769	0.00981056782248108	12.4907053441514	0.0064329927417886	-85.32986539	39.01156845	Hesperiidae	34	1
Anatrytone logan	2909	-1.56688453886288	0.027316715	-0.0166054419973886	0.21103786	104.704489066051	0.0111273184800017	9.72307709852854	0.022113863525084	-71.72198558	42.0478671	Hesperiidae	34	1
Anatrytone logan	2550	-1.72769135141371	0.003223865	-0.0796729537756787	0.696762035	105.190386533737	0.00805747542009713	12.1413463465153	0.0199966764104265	-74.18491634	40.7098448	Hesperiidae	34	1
Anatrytone logan	2377	0.702727678676429	0.054448405	-0.108792000655625	0.704605825	102.984777300786	0.0055189915901771	12.4121796882962	0.0183914030378302	-75.07406216	39.97854793	Hesperiidae	34	1
Anatrytone logan	1939	1.04215986551575	0.184786035	-0.112490321667655	0.04938468	99.2834953512901	0.00976260536264965	12.127724579428	0.00659957488324463	-86.54918153	39.1014691	Hesperiidae	34	1
Anatrytone logan	2622	-2.8715241124407	0.47449671	-0.105017369641001	0.104525265	76.7092961852367	0.010377453372991	9.26570529662646	0.00921617128451716	-84.10874889	42.32652711	Hesperiidae	34	1
Anatrytone logan	2209	1.73005233416996	0.203823335	-0.104542873392615	0.05507309	98.6246811243204	0.00453048920560235	13.5243592012483	0.0141183187372431	-75.34292904	39.15070629	Hesperiidae	34	1
Anatrytone logan	1539	0.562095999632284	0.16428793	-0.0509922300730238	0.12804653	95.0711556925223	0.00182023779713588	15.0179489667599	0.00832897239995508	-78.6523685	36.15495265	Hesperiidae	34	1
Anatrytone logan	2728	-2.87904111220558	0.014278565	-0.0387078422080972	0.19666345	102.066027580163	0.00963396911316466	11.3740386446604	0.0209186653465869	-72.65824309	41.33307557	Hesperiidae	34	1
Anatrytone logan	2816	-3.23718785736192	0.172131985	0.11998931288113	0.06242844	101.91057853821	0.00791271200659573	10.373397608622	0.0180115548263398	-73.74602267	41.94582058	Hesperiidae	34	1
Anatrytone logan	1454	0.367022922159976	0.37710314	-0.0171357959824691	0.144461115	93.4942325397562	0.000517471214834795	15.6750002828164	0.0126705551718564	-80.48619376	35.9555033	Hesperiidae	34	1
Anatrytone logan	985	0.799720633516121	0.00402735	-0.0480517051125132	0.029322095	106.130130052567	0.00595633180268813	18.8608977443133	0.00806312460757025	-79.36974955	33.20840813	Hesperiidae	34	1
Anatrytone logan	1059	0.960370585585468	0.08809832	-0.123866561835704	0.09259726	105.394553126433	0.00345923026259028	18.2782054512929	0.00615679477012312	-79.27088269	33.63086121	Hesperiidae	34	1
Anatrytone logan	1453	0.350967490059317	0.32344444	0.239722543798879	0.06225329	99.5054505459773	-0.000240581920384945	13.2022438309609	0.00944378885903467	-81.06444345	36.02371162	Hesperiidae	34	1
Anatrytone logan	2378	-0.487510520798839	0.08763762	-0.102752788644508	0.19002391	102.997758113421	0.00325371575996006	12.6838143044868	0.019064070349429	-74.46818322	39.88441125	Hesperiidae	34	1
Anatrytone logan	1870	-0.764537474805183	0.132530705	0.0264695117740608	0.176946635	95.0448733886274	0.00614366978956336	14.553846408016	0.0101662708554833	-77.6236993	37.74810735	Hesperiidae	34	1
Anatrytone logan	103	-0.648207240429077	4.05e-05	-0.133763102188208	0.001678135	129.630130978731	0.00544827112915155	25.0189105853056	0.0185497973523261	-80.88939687	25.93046339	Hesperiidae	34	1
Anatrytone logan	402	1.6467772590985	0.012936165	-0.221098746374188	0.055100245	129.947758910748	0.00342133976340083	20.4849362144103	0.00459592845913486	-90.37630461	30.30972735	Hesperiidae	34	1
Anatrytone logan	221	3.5663936927075	0.380331865	-0.0700656496979919	0.1879692	107.721476456294	0.00279572158554178	22.9987182953419	0.0150861479170218	-81.59174976	27.79812764	Hesperiidae	34	1
Anatrytone logan	1025	-0.644880354261501	0.164347285	-0.0985120189286567	0.04391911	59.4365393958795	0.00259359761303582	17.2012822841987	0.00647111274743024	-98.65849816	34.71618433	Hesperiidae	34	1
Anatrytone logan	1215	-5.3721710968165	0.04244658	-0.164447306181557	0.13697693	116.616668552733	0.00767675881121917	17.9126605215745	0.00790940287194084	-77.94387871	34.31710576	Hesperiidae	34	1
Anatrytone logan	317	1.25256996507535	0.137444545	-0.116282895181659	0.18158149	113.545675096795	-0.000753667980436725	22.1581734250753	0.0140282968538786	-82.48056998	28.78850076	Hesperiidae	34	1
Anatrytone logan	2077	0.42532010580667	0.192771335	-0.038575967371461	0.229582335	35.532372368834	0.00192970653882285	8.65376618317663	0.0144506004963373	-105.10600917	39.9769812	Hesperiidae	34	1
Anatrytone logan	2076	3.74537868879647	0.002933785	-0.0833801482679224	0.01334672	37.2942314912111	0.0068382344597817	-0.266987190008737	0.0127608216658111	-105.72457628	39.93494955	Hesperiidae	34	1
Anatrytone logan	1378	-4.7729893573828	0.156627345	-0.127237297262062	0.05873615	111.75096348845	0.00946092098634179	16.5916669147137	0.00770604859746862	-77.15730255	35.07371942	Hesperiidae	34	1
Anatrytone logan	1706	-3.9988060039694	0.30767702	-0.0245072176583806	0.09133899	102.402245106462	0.00341270017424705	15.6237182015887	0.0087550251154815	-76.68949674	36.74574745	Hesperiidae	34	1
Anatrytone logan	3509	-4.29080037606845	0.147154265	-0.14731004287493	0.019466255	57.6416676717882	0.0101991505798284	4.95208344379297	0.0139566830367591	-95.03725424	47.04390835	Hesperiidae	34	1
Anatrytone logan	1671	3.31407553402807	0.75713334	0.189965747598753	0.03766159	67.8532064736654	0.00642357051369096	14.0586540944253	0.0104249774691704	-97.58519707	38.14412667	Hesperiidae	34	1
Anatrytone logan	1024	0.894191387328935	0.63332535	0.158937690123437	0.028841795	55.503526746964	0.0026435486517725	17.5221156325096	0.00637663824166199	-99.23335751	34.70289451	Hesperiidae	34	1
Anatrytone logan	2092	0.762888951713325	0.80906862	-0.059367633824246	0.022295035	67.2849371829906	0.00529803622621395	11.8868591954024	0.00792911040253865	-95.76344661	40.27463024	Hesperiidae	34	1
Anatrytone logan	3443	2.28808174453672	0.359224695	-0.00756398524378341	0.132879185	75.4825333402707	0.0122905201335461	6.20048090019144	0.0160143080644058	-75.93858064	45.30223547	Hesperiidae	34	1
Anatrytone logan	2893	-1.50753411163635	0.213132925	-0.218758830988208	0.00833112	79.1229180326829	0.0137257475203709	8.53621810255572	0.0130335686517112	-81.90720836	43.41047146	Hesperiidae	34	1
