Species	grid_id	Abundance.trend.leftcensored	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Family	NCGR	LarvalColor	LarvalHair	AdultSize	AdultColor	Diet.breadth.families
Calephelis nemesis	49	5.00567358649782	0.57500519	0.0243208133934367	0.19392944	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.37082827	26.05737878	Riodinidae	G5	cryptic	yes	22.5	cryptic	2
Calephelis nemesis	50	2.91764104304679	0.790601755	0.123841344113475	0.16765871	49.6663470005808	0.00635168346014123	23.7474362605657	0.00673520944783789	-97.85796017	26.06718283	Riodinidae	G5	cryptic	yes	22.5	cryptic	2
Calephelis virginiensis	222	6.66442241095317	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	Riodinidae	G4	cryptic	yes	19	cryptic	1
Calephelis virginiensis	320	-7.45819838533137	0.06146877	-0.118139671611781	0.15050548	116.570835526173	-0.00136303766180094	22.7618593986218	0.0152425310347741	-80.9079255	28.59216656	Riodinidae	G4	cryptic	yes	19	cryptic	1
Calephelis virginiensis	367	-6.66479916855748	0.4520553	-0.0353923208338025	0.132063315	113.283976235069	0.00167446725280211	21.6637824131892	0.0136600911885352	-82.40469247	29.21889794	Riodinidae	G4	cryptic	yes	19	cryptic	1
Calephelis virginiensis	266	-16.302483435812	0.286590215	-0.0796872072802231	0.13198772	114.194873660421	8.05541735228604e-05	22.8551285175177	0.0151701804826157	-82.03335051	28.29461214	Riodinidae	G4	cryptic	yes	19	cryptic	1
Calephelis virginiensis	267	-4.46667331514956	0.158345435	-0.104902878930641	0.344593225	107.955770908449	0.000355505609950951	22.895352941293	0.0158043970855967	-81.51194274	28.2294268	Riodinidae	G4	cryptic	yes	19	cryptic	1
Calephelis virginiensis	175	-4.18146439726574	0.6131914	0.00726042296646313	0.10343676	114.793592002147	0.00230562402032662	23.1980773271658	0.0162171655464818	-81.67068903	27.3660921	Riodinidae	G4	cryptic	yes	19	cryptic	1
Calephelis virginiensis	103	-9.69084179543881	4.05e-05	-0.133763102188208	0.001678135	129.630130978731	0.00544827112915155	25.0189105853056	0.0185497973523261	-80.88939687	25.93046339	Riodinidae	G4	cryptic	yes	19	cryptic	1
Calephelis virginiensis	1378	-12.340454999749	0.156627345	-0.127237297262062	0.05873615	111.75096348845	0.00946092098634179	16.5916669147137	0.00770604859746862	-77.15730255	35.07371942	Riodinidae	G4	cryptic	yes	19	cryptic	1
Callophrys augustinus	2049	-3.25950687624252	0.02987971	-0.16568549075308	0.33948004	45.367468699395	0.000275082518862857	14.6854169475727	0.0192274283281387	-121.95725444	37.78284503	Lycaenidae	G5	aposematic	yes	25.5	cryptic	2
Callophrys augustinus	1713	-3.73941362476385	0.11164721	0.0259552674130211	0.01400625	68.4195523196354	9.82775552332792e-05	12.7012823040669	0.0172496743039164	-121.32225005	36.14175632	Lycaenidae	G5	aposematic	yes	25.5	cryptic	2
Callophrys augustinus	1554	-2.49707366033599	0.007976465	-0.155962819117345	0.005741405	35.831090271664	8.73990902053933e-06	12.7961540550758	0.0163457081819838	-118.19397057	35.84420931	Lycaenidae	G5	aposematic	yes	25.5	cryptic	2
Callophrys augustinus	1797	-4.44928913580452	0.195166555	0.246509287458676	0.04900015	46.1115392539173	0.000160883953849057	13.7849361606133	0.0172366770536231	-121.47814145	36.55277848	Lycaenidae	G5	aposematic	yes	25.5	cryptic	2
Callophrys augustinus	2390	-3.14227521207905	0.00125649	-0.0905138070822585	0.006801295	92.3775653444135	0.000211587885270657	9.14935912373356	0.015987112884655	-120.83761986	39.75753832	Lycaenidae	G5	aposematic	yes	25.5	cryptic	2
Callophrys augustinus	4759	-4.96773868403867	1.26e-05	-0.113079384089553	0.00215049	40.5865390751606	0.00584125150980349	0.185576940528475	0.0145391607072293	-106.03815806	54.01828089	Lycaenidae	G5	aposematic	yes	25.5	cryptic	2
Callophrys gryneus	657	5.56450588024311	0.00242365	-0.0647295155863219	0.011934525	31.7102570198954	0.000541442226090749	16.7663464179406	0.0228407551194979	-110.74703005	31.70648463	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	596	3.14668310438146	0.01434044	0.0286047502824248	0.01227213	34.2685903960314	0.00169395111201497	16.3333335992617	0.0223820947541426	-110.11953888	31.34555361	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2210	-2.72247982312002	0.011711805	-0.0799624460011127	0.054518185	94.4894246260325	0.00214064643234218	13.0878207295035	0.0167319571524406	-74.74431021	39.05766649	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	1539	-3.08520255801263	0.16428793	-0.0509922300730238	0.12804653	95.0711556925223	0.00182023779713588	15.0179489667599	0.00832897239995508	-78.6523685	36.15495265	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2378	-2.78130430271311	0.08763762	-0.102752788644508	0.19002391	102.997758113421	0.00325371575996006	12.6838143044868	0.019064070349429	-74.46818322	39.88441125	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2639	-2.76940923733281	0.002715645	-0.122482316293169	0.30737173	104.113222866486	0.00827580935166667	11.9260418898342	0.0207968381835502	-73.42532489	41.02355768	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	826	1.07999751812122	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2036	0.996602275566105	0.31474168	0.0923649895528312	0.03785918	85.16730932089	0.00476727488043399	12.0993592157148	0.0101980572137675	-78.58613657	38.74213626	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	1789	-2.4166766844825	0.02355269	-0.0853074999896496	0.0566814	106.470514404086	0.00429285576874732	15.1506412604298	0.0134380212254052	-75.98624665	37.07472229	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2294	-1.27843346894775	0.03966507	-0.0982848742469921	0.133574035	100.739104241133	0.00264328089450291	12.9377406063573	0.0183106773289961	-74.60712253	39.47121075	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2291	-2.03462904317783	0.51749564	0.0613914281892373	0.082118635	99.8516042843843	0.00562573455219769	12.0817309849394	0.01441049386982	-76.41889667	39.74401912	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	1952	0.686318027597355	0.368818285	0.0872357847496551	0.06201051	88.9173091583145	0.00516628617126869	12.9381412669109	0.00825395410346038	-78.69689206	38.32458531	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	3286	-2.03374491996419	0.01549991	0.0208437816925499	0.001388705	28.8131414850792	0.00345610465816538	7.33477576029224	0.0137356848500764	-119.98920863	44.28216182	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2161	7.09420253701454	0.232037665	0.0289704860026611	0.092508335	37.3903853037418	0.00105824040584984	7.77692322086734	0.0130535331181615	-105.16604009	40.3988016	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2832	4.51146848382127	0.22414114	0.259072861943297	0.01001745	55.9570522595388	0.0008083563026825	8.10608988766296	0.0107816341913035	-121.66636003	41.80071764	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	710	1.83958802435631	0.00406603	-0.0546448482617896	0.0462516	99.7884629139533	0.000420317496817461	19.8496797879537	0.00775210021701456	-81.38527327	31.72262165	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2076	10.8651818632015	0.002933785	-0.0833801482679224	0.01334672	37.2942314912111	0.0068382344597817	-0.266987190008737	0.0127608216658111	-105.72457628	39.93494955	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	3376	-8.74370971792127	0.078170645	-0.119865759637101	0.01662663	63.6808505371894	0.00290918799482365	7.91057708602733	0.0143276568480617	-121.4508383	44.47276344	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2110	1.51545938088948	0.80983891	-0.15896775991283	0.080312475	91.0826937754949	0.00980337632735146	11.1653847922213	0.00666433761345731	-84.5742875	39.80481716	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2818	-5.03756925570356	0.055130805	0.0119968771012337	0.283173245	103.068751857831	0.00931349010017633	10.4982373853071	0.021406844186387	-72.50241213	41.74353249	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2464	-3.71450310413522	0.125830235	-0.0634116449662774	0.45197571	103.61827083123	0.00719332656925591	12.4467950724304	0.0201046995954984	-74.32745915	40.2972839	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2637	-1.46536767782625	0.12301433	-0.00621702667403539	0.07834888	106.812501772856	0.00898668387401966	9.78750015128977	0.0183212941509963	-74.65760418	41.21797688	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	1227	18.9744178436247	0.0023231	-0.0278389190657927	0.12516307	40.2358979682844	-0.00583853234952893	14.2689104553981	0.0210999130782754	-117.10749356	34.27577564	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	1554	14.99013816383	0.007976465	-0.155962819117345	0.005741405	35.831090271664	8.73990902053933e-06	12.7961540550758	0.0163457081819838	-118.19397057	35.84420931	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	2390	3.14706186707627	0.00125649	-0.0905138070822585	0.006801295	92.3775653444135	0.000211587885270657	9.14935912373356	0.015987112884655	-120.83761986	39.75753832	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	388	4.39823973752838	0.002624705	-0.160461230382288	0.224719185	69.8532063105168	0.00558071850711514	20.6458335916201	0.0030424246701776	-97.96425278	30.42678471	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	367	1.80877356528923	0.4520553	-0.0353923208338025	0.132063315	113.283976235069	0.00167446725280211	21.6637824131892	0.0136600911885352	-82.40469247	29.21889794	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys gryneus	521	0.242072514692326	0.375148335	-0.118337466100766	0.04302442	120.285899198972	0.000515152415644814	19.6330131384043	-0.00032571394522529	-85.40986795	30.83938965	Lycaenidae	G5	aposematic	no	29	aposematic	1
Callophrys spinetorum	2049	-4.90144580097199	0.02987971	-0.16568549075308	0.33948004	45.367468699395	0.000275082518862857	14.6854169475727	0.0192274283281387	-121.95725444	37.78284503	Lycaenidae	G5	cryptic	yes	28.5	cryptic	1
Callophrys spinetorum	1227	-4.86727948136689	0.0023231	-0.0278389190657927	0.12516307	40.2358979682844	-0.00583853234952893	14.2689104553981	0.0210999130782754	-117.10749356	34.27577564	Lycaenidae	G5	cryptic	yes	28.5	cryptic	1
Callophrys spinetorum	2076	3.80020965926682	0.002933785	-0.0833801482679224	0.01334672	37.2942314912111	0.0068382344597817	-0.266987190008737	0.0127608216658111	-105.72457628	39.93494955	Lycaenidae	G5	cryptic	yes	28.5	cryptic	1
Callophrys spinetorum	3021	-3.66779271402755	0.29741802	-0.014414089033359	0.159299515	36.3653851451161	0.000992422741456809	9.82692326801136	0.00955668786744573	-116.30807407	43.53715777	Lycaenidae	G5	cryptic	yes	28.5	cryptic	1
Callophrys spinetorum	4021	-4.04225463803936	0.01418602	-0.103502741733215	0.01899546	79.0711550036302	0.00332135891083608	6.08237189923724	0.0124546257197306	-120.71967776	47.66592243	Lycaenidae	G5	cryptic	yes	28.5	cryptic	1
Callophrys spinetorum	3668	-7.48293241019009	0.045201575	-0.0646859149079522	0.036498185	30.01698767241	0.00227345124621376	6.22195524580251	0.0121464079602995	-113.94267117	46.86383189	Lycaenidae	G5	cryptic	yes	28.5	cryptic	1
Calpodes ethlius	222	-0.418706187753926	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	Hesperiidae	G5	cryptic	no	53	cryptic	9
Calpodes ethlius	320	-0.104597399103301	0.06146877	-0.118139671611781	0.15050548	116.570835526173	-0.00136303766180094	22.7618593986218	0.0152425310347741	-80.9079255	28.59216656	Hesperiidae	G5	cryptic	no	53	cryptic	9
Calpodes ethlius	124	-0.141219179264818	0.352853855	-0.0330934344081993	0.098412945	123.332694302767	0.00603785837637623	24.5641029492403	0.0178304479478653	-81.31641743	26.4332029	Hesperiidae	G5	cryptic	no	53	cryptic	9
Calpodes ethlius	267	0.496545155802464	0.158345435	-0.104902878930641	0.344593225	107.955770908449	0.000355505609950951	22.895352941293	0.0158043970855967	-81.51194274	28.2294268	Hesperiidae	G5	cryptic	no	53	cryptic	9
Calpodes ethlius	175	-0.377307016366768	0.6131914	0.00726042296646313	0.10343676	114.793592002147	0.00230562402032662	23.1980773271658	0.0162171655464818	-81.67068903	27.3660921	Hesperiidae	G5	cryptic	no	53	cryptic	9
Calpodes ethlius	177	-0.742987003570683	0.511956935	-0.0071054203002519	0.10946116	113.596796861062	0.00363844263934291	23.7993593246509	0.0173610240791158	-80.64155553	27.22963535	Hesperiidae	G5	cryptic	no	53	cryptic	9
Calpodes ethlius	152	-0.206806867555798	0.09978101	-0.115571830393742	0.38533821	134.694232747341	0.00436834712538037	24.3089747245495	0.0178998994447019	-80.21453194	26.72586237	Hesperiidae	G5	cryptic	no	53	cryptic	9
Calycopis cecrops	2210	3.84530122770081	0.011711805	-0.0799624460011127	0.054518185	94.4894246260325	0.00214064643234218	13.0878207295035	0.0167319571524406	-74.74431021	39.05766649	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	836	-1.03402918867871	0.067355605	-0.0617217263048393	0.12243194	91.5833347134101	-0.00166285035581247	18.141346396544	-0.00199122508435046	-83.42747602	32.8207102	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	2550	3.49191093285084	0.003223865	-0.0796729537756787	0.696762035	105.190386533737	0.00805747542009713	12.1413463465153	0.0199966764104265	-74.18491634	40.7098448	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	2209	2.73829235122907	0.203823335	-0.104542873392615	0.05507309	98.6246811243204	0.00453048920560235	13.5243592012483	0.0141183187372431	-75.34292904	39.15070629	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	681	-0.278845327134514	0.101258425	-0.125090651028526	0.261476265	72.1471165195585	0.0051668865372865	18.9993593325982	-0.00130370470958956	-97.46381627	32.59111434	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1264	-2.92162135433727	0.485278665	0.0839693659844662	0.254371515	90.8604182851835	0.00824059108957254	16.4488784817931	0.00799355940623169	-95.77807137	36.02496131	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1457	3.01461241500729	0.139914	-0.187040366956132	0.360959115	95.3285272104236	-2.1213913884578e-05	15.8804489725675	0.00909204903993024	-78.75857597	35.7354583	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	417	-2.4631008649407	0.203930945	-0.0577132865773184	0.08444092	112.870194143974	0.00100278488386515	21.1259618569643	0.0115504994275501	-82.32796437	29.64861668	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	222	-2.97702501963103	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	518	-2.16344573196039	0.164160515	-0.0880862860120624	0.033294635	135.704329270058	0.00699991319265958	19.6753208484405	-0.00044920240397556	-87.03868831	30.97284899	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	268	-2.26801696298684	0.333320435	-0.0585733855458917	0.067072705	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.99141695	28.16185744	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	320	-0.887299953596477	0.06146877	-0.118139671611781	0.15050548	116.570835526173	-0.00136303766180094	22.7618593986218	0.0152425310347741	-80.9079255	28.59216656	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	367	-6.36506888048542	0.4520553	-0.0353923208338025	0.132063315	113.283976235069	0.00167446725280211	21.6637824131892	0.0136600911885352	-82.40469247	29.21889794	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	266	-2.30048851598604	0.286590215	-0.0796872072802231	0.13198772	114.194873660421	8.05541735228604e-05	22.8551285175177	0.0151701804826157	-82.03335051	28.29461214	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	124	-0.947184872813811	0.352853855	-0.0330934344081993	0.098412945	123.332694302767	0.00603785837637623	24.5641029492403	0.0178304479478653	-81.31641743	26.4332029	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	267	-3.46047935513052	0.158345435	-0.104902878930641	0.344593225	107.955770908449	0.000355505609950951	22.895352941293	0.0158043970855967	-81.51194274	28.2294268	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	521	-1.89593286117808	0.375148335	-0.118337466100766	0.04302442	120.285899198972	0.000515152415644814	19.6330131384043	-0.00032571394522529	-85.40986795	30.83938965	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	514	-0.017453931482192	0.123339015	-0.0168992272106916	0.065355035	125.123399675466	0.00383904809627436	19.1929489970207	0.00178518172751515	-89.21856671	31.11616294	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	175	-1.06560738140808	0.6131914	0.00726042296646313	0.10343676	114.793592002147	0.00230562402032662	23.1980773271658	0.0162171655464818	-81.67068903	27.3660921	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	82	-1.46605914265854	0.06895236	-0.0897485647997315	0.139019805	116.860258423556	0.00497818735450292	25.2455131854766	0.0185759810118578	-80.46763165	25.42508076	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	319	-3.07978549520763	0.1027013	-0.110942765621793	0.524883975	109.970194159792	-0.000794576182069488	22.5929491030864	0.0154724119312952	-81.4312537	28.66000535	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	392	-2.01236416330834	0.41606869	-0.0104500695744747	0.05821368	98.1474374479208	0.00588844918629393	20.8599362052404	0.00542161757744038	-95.79458121	30.44284487	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1361	0.642898608445241	0.152177165	-0.108108414945046	0.242951305	108.876925069552	0.00953259610428184	15.5067310338744	0.000324125327456443	-86.9581831	36.13860182	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	177	-1.84218058172052	0.511956935	-0.0071054203002519	0.10946116	113.596796861062	0.00363844263934291	23.7993593246509	0.0173610240791158	-80.64155553	27.22963535	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	152	-0.0576890321506762	0.09978101	-0.115571830393742	0.38533821	134.694232747341	0.00436834712538037	24.3089747245495	0.0178998994447019	-80.21453194	26.72586237	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	221	-1.49442585877372	0.380331865	-0.0700656496979919	0.1879692	107.721476456294	0.00279572158554178	22.9987182953419	0.0150861479170218	-81.59174976	27.79812764	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1215	-1.95307953864321	0.04244658	-0.164447306181557	0.13697693	116.616668552733	0.00767675881121917	17.9126605215745	0.00790940287194084	-77.94387871	34.31710576	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1378	-1.92923746512821	0.156627345	-0.127237297262062	0.05873615	111.75096348845	0.00946092098634179	16.5916669147137	0.00770604859746862	-77.15730255	35.07371942	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1706	0.956781646742266	0.30767702	-0.0245072176583806	0.09133899	102.402245106462	0.00341270017424705	15.6237182015887	0.0087550251154815	-76.68949674	36.74574745	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	2123	4.52528503790977	0.083791585	-0.0732718290308496	0.327032775	98.5131429059383	0.00343469651700901	14.2525643153021	0.0154009112531167	-76.66983076	38.91342256	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1789	1.00888841465923	0.02355269	-0.0853074999896496	0.0566814	106.470514404086	0.00429285576874732	15.1506412604298	0.0134380212254052	-75.98624665	37.07472229	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1539	0.418786894440193	0.16428793	-0.0509922300730238	0.12804653	95.0711556925223	0.00182023779713588	15.0179489667599	0.00832897239995508	-78.6523685	36.15495265	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1036	-1.78228298429474	0.220648735	-0.158351661527484	0.22334708	105.280450603901	0.00402235525679189	17.4788464718522	0.0006480647732899	-92.33144491	34.69110481	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	905	-2.76214138678391	0.153113155	0.0410199042331909	0.079631655	96.2939118651243	0.00049182583199376	17.8432694948637	-0.000272538705186089	-83.91185813	33.30226978	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	977	-0.508089813828261	0.19104676	-0.0391182162429857	0.25663827	103.819232436327	0.00149692605745663	17.0942310797863	0.00193269647087251	-83.83972237	33.72773855	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1266	-1.59526838397552	0.45780919	0.125137606303607	0.03099304	96.8802901069896	0.0061008005856329	15.4726765497755	0.00703658975270904	-94.60599328	36.01769096	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	826	-2.12142929855154	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1203	-0.886697950751569	0.270982835	0.0920087588999379	0.07059873	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.76506346	35.10742541	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	955	-0.481951585478935	0.312046255	0.00965586914791592	0.01724319	90.4243606927399	0.00560262767150269	17.566346441706	0.00265656820743068	-96.3553701	34.3154996	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1032	-0.715525707661357	0.10189449	-0.0278483109266104	0.01371276	105.365065794725	0.00684238383934506	16.3750002805908	0.00317227696365524	-94.63137406	34.73655745	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	834	-0.638202624787632	0.14719595	0.00513799273449822	0.034895745	105.911219832225	3.94795003900606e-05	18.1051285060552	-0.000642414233537997	-84.53965079	32.92935552	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	688	-0.0996012124437562	0.16684885	-0.149662204453682	0.15242726	102.910258101347	0.00658101610236702	18.8730772542648	0.00605382137502145	-93.55520241	32.57553583	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	1202	0.88092333431089	0.12770493	-0.053040089475882	0.178943195	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.33981564	35.15666361	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	463	-0.654221964365576	0.0216159	-0.197696249018156	0.080045565	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.39391569	30.30869104	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	2041	5.64300609020489	0.32658249	-0.0374540657067556	0.05651872	98.1269247829914	0.00265390809036485	14.1381412625838	0.0143858621036545	-75.60508013	38.32146943	Lycaenidae	G5	aposematic	no	27	cryptic	6
Calycopis cecrops	2121	3.85257483852217	0.536720865	0.0630537484181379	0.07333496	93.7554504840802	0.00595317458243263	13.2006412351456	0.0133895493086475	-77.87109533	39.08002882	Lycaenidae	G5	aposematic	no	27	cryptic	6
Carterocephalus palaemon	3418	0.949419340295798	0.076333915	-0.163094616258504	0.01441764	61.93349488347	0.0102497745910984	5.46282061708805	0.0163979662071427	-92.96558838	46.59351731	Hesperiidae	G5	aposematic	no	28.5	cryptic	1
Carterocephalus palaemon	3509	4.45698271662252	0.147154265	-0.14731004287493	0.019466255	57.6416676717882	0.0101991505798284	4.95208344379297	0.0139566830367591	-95.03725424	47.04390835	Hesperiidae	G5	aposematic	no	28.5	cryptic	1
Carterocephalus palaemon	2390	0.16300522185293	0.00125649	-0.0905138070822585	0.006801295	92.3775653444135	0.000211587885270657	9.14935912373356	0.015987112884655	-120.83761986	39.75753832	Hesperiidae	G5	aposematic	no	28.5	cryptic	1
Carterocephalus palaemon	3534	-2.34231039094421	0.0033431	0	0.01092717	71.5974371738923	0.014007426303571	4.90256419806526	0.0153894565389792	-77.80539224	45.97140187	Hesperiidae	G5	aposematic	no	28.5	cryptic	1
Carterocephalus palaemon	4289	2.65416125323277	0.850032725	0.0227040844038547	0.019153055	35.7075326599372	0.00369472545508154	3.000801338456	0.0136805551034774	-103.92550793	50.68314649	Hesperiidae	G5	aposematic	no	28.5	cryptic	1
Carterocephalus palaemon	3293	2.02172506053584	2.88e-06	-0.130181363602807	0.00047628	45.32484053935	0.00270983778533624	4.95608981699945	0.0109775484313854	-115.42097505	44.95449354	Hesperiidae	G5	aposematic	no	28.5	cryptic	1
Carterocephalus palaemon	3077	-0.489187454281648	0.41715479	-0.0287295870412677	0.173971245	76.0428699468955	0.0127842153727131	7.65048091267594	0.0146284035891129	-79.08830267	43.96978883	Hesperiidae	G5	aposematic	no	28.5	cryptic	1
Celastrina ladon	787	-0.20683037121757	0.001989555	-0.0419214502878137	0.0372243	33.5266031059317	-0.00106449739496015	18.6490387580334	0.0228869779562348	-110.91998099	32.55712826	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	596	-3.09687131886952	0.01434044	0.0286047502824248	0.01227213	34.2685903960314	0.00169395111201497	16.3333335992617	0.0223820947541426	-110.11953888	31.34555361	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1539	1.11969425573359	0.16428793	-0.0509922300730238	0.12804653	95.0711556925223	0.00182023779713588	15.0179489667599	0.00832897239995508	-78.6523685	36.15495265	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1944	1.03157642418701	0.34692727	0.0438955159040642	0.03125277	95.3633029644306	0.00576132892235097	12.5608976507106	0.00557469253036141	-83.50763926	38.8563987	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2210	-0.472789778859262	0.011711805	-0.0799624460011127	0.054518185	94.4894246260325	0.00214064643234218	13.0878207295035	0.0167319571524406	-74.74431021	39.05766649	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	1941	4.15224300224264	0.43694279	-0.0887801034335515	0.02989122	100.112581898769	0.00981056782248108	12.4907053441514	0.0064329927417886	-85.32986539	39.01156845	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	2909	-0.670055923805257	0.027316715	-0.0166054419973886	0.21103786	104.704489066051	0.0111273184800017	9.72307709852854	0.022113863525084	-71.72198558	42.0478671	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
Celastrina ladon	836	0.722045863743248	0.067355605	-0.0617217263048393	0.12243194	91.5833347134101	-0.00166285035581247	18.141346396544	-0.00199122508435046	-83.42747602	32.8207102	Lycaenidae	G4	cryptic	no	28.5	cryptic	4
