"Site"	"Year"	"N.species"	"Evenness"	"N.butterflies"	"Party_Hours"	"Longitude"	"Latitude"	"grid_id"	"EcoI"	"EcoII"	"EcoregionI"	"EcoregionII"
"Fox River-Seney, MI._-85.95_46.35"	2007	19	0.583489396003618	368	5	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2008	13	0.073224318876997	2359	6.5	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2009	14	0.667618326206726	160	6	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2011	10	0.648600126048759	143	7	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2012	23	0.639327773321669	593	7	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2013	16	0.33520368962817	437	6.5	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2014	15	0.628505831083227	411	7.5	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2015	12	0.248101022186575	877	6.5	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2016	15	0.577575838009567	464	7	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2017	13	0.421243242214069	643	6.5	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Fox River-Seney, MI._-85.95_46.35"	2018	23	0.647558936124022	525	9	-85.95	46.35	3428	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Francis Marion National Forest, SC._-79.4754_33.1408"	1993	27	0.801256322367269	109	6	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	1994	15	0.930854064271691	35	4	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	1995	39	0.810652006551175	449	9	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	1996	44	0.75817090622815	381	9	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	1997	28	0.839895481066196	118	9	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	1998	48	0.770183633057093	534	16	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	1999	53	0.797091813621264	694	26.5	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2000	62	0.682931083354962	2250	29.5	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2001	42	0.833603972875783	348	23.75	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2002	55	0.672414700943717	983	35	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2003	56	0.726148431554239	1917	33	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2004	46	0.84323088652811	458	25.5	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2005	60	0.716070960694902	1094	34	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2006	48	0.778422617948311	1046	29	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2007	47	0.746543622490634	981	26.5	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2008	58	0.581274168522276	2243	30	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2009	60	0.690104906815362	3465	35	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2010	56	0.601877857120951	4541	29.5	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2011	55	0.639531057176905	1946	32	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2012	65	0.645799894923195	3019	41	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2013	60	0.605128216923789	5315	32	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2014	54	0.663804317211585	2688	37	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2015	66	0.694182717477224	5451	48.5	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2016	66	0.7103829495696	3416	44	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2017	61	0.687745439908002	4241	50	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Francis Marion National Forest, SC._-79.4754_33.1408"	2018	56	0.607865055074067	3613	43	-79.4754	33.1408	985	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Freeport, TX._-95.3833_29"	2000	55	0.675856966328012	1945	20	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2001	55	0.734284283072179	2780	22	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2002	44	0.766810824615068	436	20	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2003	54	0.624856939221856	1135	29	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2004	32	0.843646742324414	372	20.5	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2005	36	0.727068579362418	457	20	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2006	40	0.731993107536892	357	21	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2007	43	0.625751374228294	1318	22.5	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2008	28	0.836961668278453	212	19	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Freeport, TX._-95.3833_29"	2009	30	0.701843594201628	205	7	-95.3833	29	245	9	9.5	"GREAT PLAINS"	"TEXAS-LOUISIANA COASTAL PLAIN"
"Furnace Hills, PA._-76.3027_40.2262"	1993	35	0.693747999753648	600	9.25	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	1994	41	0.717088853316761	945	9.8	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	1995	40	0.59779050223949	876	11	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	1996	35	0.670436614374894	716	11	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	1997	33	0.691333200456129	877	15.67	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	1998	34	0.775228599221014	880	15.83	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	1999	39	0.466547993857939	2111	22.33	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2000	47	0.568983951193764	2263	18.33	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2001	38	0.68205395275133	1394	20.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2002	35	0.532351177244072	2476	26	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2003	35	0.480881629940231	1060	18	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2004	40	0.739741902533072	1520	23	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2005	38	0.591517927837419	1275	20.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2006	32	0.767819847536793	675	11	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2007	42	0.653377241027325	1656	21.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2008	37	0.65570983789947	684	12.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2009	33	0.674265769011429	730	23	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2010	45	0.687025089459265	1267	27.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2011	43	0.72231369468579	1113	23	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2012	37	0.759032434858507	952	20.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2013	39	0.644865270329548	1229	22	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2014	37	0.715315309535014	765	19	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2015	24	0.788732526299363	591	18	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2016	31	0.626182058512604	860	21.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2017	33	0.729395965817787	638	15.5	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Furnace Hills, PA._-76.3027_40.2262"	2018	27	0.784359462957293	355	15	-76.3027	40.2262	2375	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	1993	22	0.579157536308883	295	3.5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	1994	25	0.761306068535577	485	5.33	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	1995	27	0.789805224895765	263	7	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	1996	23	0.801655121420396	283	5.5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	1997	21	0.825342686371925	120	3.5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	1998	24	0.599201790169007	732	5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	1999	26	0.740037888615911	334	5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2000	25	0.816782466148983	223	5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2001	24	0.83542321727199	286	6	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2002	23	0.695707214152166	461	4.45	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2003	32	0.770454980193164	366	12	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2004	30	0.66041359688931	799	10.25	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2005	34	0.79255426327116	548	12.75	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2006	32	0.71299673867909	848	13	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2007	31	0.76899657852658	567	10	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2008	34	0.767993151903419	749	13	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2009	30	0.628233448424516	677	21	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2010	32	0.798368925968865	753	13	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2011	31	0.762479124543958	928	12.5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2012	32	0.789072105176912	434	10	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2013	33	0.609594548135584	848	14.5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Galloway Township, NJ._-74.5605_39.485"	2014	31	0.759240450041981	453	12.5	-74.5605	39.485	2294	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Giant Sequoia National Monument South_-118.4833_36"	2003	74	0.395042580853076	11503	42.25	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2004	61	0.605802247323576	2270	30.25	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2005	77	0.752387384813584	2014	28.5	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2006	70	0.748481474985084	1755	21	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2007	56	0.412266189280039	2142	26	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2008	71	0.712006037858539	2958	29	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2009	64	0.695903680731309	2410	21.0379746835443	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2010	76	0.613554913735737	1902	14.0253164556962	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2011	76	0.796078693322472	1560	18.0325497287523	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2012	67	0.639167634574688	1985	18.0325497287523	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2013	68	0.762605371422333	2099	26.5	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2014	65	0.85311845481117	851	22.0397830018083	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2015	46	0.804354833710694	535	18.0325497287523	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Giant Sequoia National Monument South_-118.4833_36"	2016	72	0.814637150642157	1202	19.0343580470163	-118.4833	36	1554	6	6.2	"NORTHWESTERN FORESTED MOUNTAINS"	"WESTERN CORDILLERA"
"Gilmanton, WI._-91.6788_44.4221"	2005	36	0.72012371777773	477	6.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2007	33	0.842978603298218	488	6.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2008	38	0.799013120296805	375	6	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2009	32	0.854700735794292	296	5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2010	37	0.710425117800005	598	6	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2011	39	0.730242563308326	604	5.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2012	34	0.850021569238494	245	4.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2013	36	0.604291509032275	787	5.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2014	38	0.698274275072922	1164	5.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2015	41	0.799643850932119	651	6	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2016	35	0.852172315756933	316	6.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2017	31	0.836801653801257	283	6.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Gilmanton, WI._-91.6788_44.4221"	2018	33	0.715981992913281	488	5.5	-91.6788	44.4221	2968	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Goethe State Forest, FL._-82.6394_29.0836"	2005	36	0.719722241903769	881	7	-82.6394	29.0836	367	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Goethe State Forest, FL._-82.6394_29.0836"	2006	48	0.798445795065462	650	13	-82.6394	29.0836	367	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Goethe State Forest, FL._-82.6394_29.0836"	2007	61	0.824913277005744	982	30	-82.6394	29.0836	367	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Goethe State Forest, FL._-82.6394_29.0836"	2008	51	0.797703779938557	649	12	-82.6394	29.0836	367	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"Goethe State Forest, FL._-82.6394_29.0836"	2009	50	0.780759871457781	1462	18	-82.6394	29.0836	367	8	8.5	"EASTERN TEMPERATE FORESTS"	"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
